"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","CHLA","R","L","FLAG"
"COCHNEWAGON",3814.00,1.00,1992-9-17 0:00:00,"CW",3.00,8.00,"C",2.90,,,
"COCHNEWAGON",3814.00,1.00,1992-10-8 0:00:00,"CW",3.00,8.00,"C",2.30,,,
"COCHNEWAGON",3814.00,1.00,1992-10-23 0:00:00,"CW",3.00,8.00,"C",2.20,,,
"COCHNEWAGON",3814.00,1.00,1993-5-12 0:00:00,"CW",3.00,7.00,"C",3.20,,,
"COCHNEWAGON",3814.00,1.00,1993-6-17 0:00:00,"CW",3.00,5.00,"C",1.70,,,
"COCHNEWAGON",3814.00,1.00,1993-7-19 0:00:00,"CW",3.00,6.00,"C",2.00,,,
"COCHNEWAGON",3814.00,1.00,1993-8-16 0:00:00,"CW",3.00,8.00,"C",2.60,,,
"COCHNEWAGON",3814.00,1.00,1993-9-13 0:00:00,"CW",3.00,8.00,"C",3.60,,,
"COCHNEWAGON",3814.00,1.00,1993-10-14 0:00:00,"CW",3.00,8.00,"C",3.10,,,
"COCHNEWAGON",3814.00,1.00,1994-5-10 0:00:00,"CW",3.00,8.00,"C",3.90,,,
"COCHNEWAGON",3814.00,1.00,1994-6-14 0:00:00,"CW",3.00,6.00,"C",3.00,,,
"COCHNEWAGON",3814.00,1.00,1994-7-12 0:00:00,"CW",3.00,6.00,"C",7.70,,,
"COCHNEWAGON",3814.00,1.00,1994-8-2 0:00:00,"CW",3.00,6.00,"C",3.00,,,
"COCHNEWAGON",3814.00,1.00,1994-9-7 0:00:00,"CW",3.00,8.00,"C",3.80,,,
"COCHNEWAGON",3814.00,1.00,1994-10-5 0:00:00,"CW",3.00,8.00,"C",7.30,,,
"COCHNEWAGON",3814.00,1.00,1996-5-14 0:00:00,"CW",3.00,10.00,"C",3.10,,,
"COCHNEWAGON",3814.00,1.00,1996-6-10 0:00:00,"CW",3.00,5.00,"C",6.10,,,
"COCHNEWAGON",3814.00,1.00,1996-8-8 0:00:00,"CW",3.00,7.00,"C",3.30,,,
"COCHNEWAGON",3814.00,1.00,1996-9-6 0:00:00,"CW",3.00,7.00,"C",2.40,,,
"COCHNEWAGON",3814.00,1.00,1996-10-11 0:00:00,"CW",3.00,7.00,"C",5.10,,,
"COCHNEWAGON",3814.00,1.00,1997-5-21 0:00:00,"CW",3.00,7.00,"C",3.83,,"D",
"COCHNEWAGON",3814.00,1.00,1997-6-11 0:00:00,"CW",3.00,4.00,"C",1.91,,"D",
"COCHNEWAGON",3814.00,1.00,1997-7-7 0:00:00,"CW",3.00,6.00,"C",2.26,,"D",
"COCHNEWAGON",3814.00,1.00,1997-8-8 0:00:00,"CW",3.00,7.00,"C",4.79,,"D",
"COCHNEWAGON",3814.00,1.00,1997-9-4 0:00:00,"CW",3.00,8.00,"C",5.40,,"D",
"COCHNEWAGON",3814.00,1.00,1997-10-3 0:00:00,"CW",3.00,8.00,"C",2.97,,"D",
"COCHNEWAGON",3814.00,1.00,1998-5-5 0:00:00,"CW",3.00,8.00,"C",5.38,"1","D",
"COCHNEWAGON",3814.00,1.00,1998-6-8 0:00:00,"CW",3.00,8.00,"C",3.90,"1","D",
"COCHNEWAGON",3814.00,1.00,1998-7-7 0:00:00,"CW",3.00,6.00,"C",4.71,"1","D",
"COCHNEWAGON",3814.00,1.00,1998-8-4 0:00:00,"CW",3.00,6.00,"C",4.76,"1","D",
"COCHNEWAGON",3814.00,1.00,1998-9-9 0:00:00,"CW",3.00,7.00,"C",7.38,"1","D",
"COCHNEWAGON",3814.00,1.00,1998-10-6 0:00:00,"CW",3.00,8.00,"C",12.45,"1","D",
"COCHNEWAGON",3814.00,1.00,1998-10-16 0:00:00,"CW",3.00,8.00,"C",12.78,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-5-17 0:00:00,"CW",3.00,8.00,"C",4.33,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-6-1 0:00:00,"CW",3.00,5.00,"C",3.64,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-7-7 0:00:00,"CW",3.00,6.00,"C",3.38,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-8-3 0:00:00,"CW",3.00,7.00,"C",6.83,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-9-2 0:00:00,"CW",3.00,8.00,"C",4.10,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-9-21 0:00:00,"CW",3.00,8.00,"C",14.50,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-9-27 0:00:00,"CW",3.00,7.00,"C",11.50,"1","D",
"COCHNEWAGON",3814.00,1.00,1999-10-7 0:00:00,"CW",3.00,8.00,"C",4.75,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-5-2 0:00:00,"CW",3.00,9.00,"C",4.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-6-6 0:00:00,"CW",3.00,7.00,"C",4.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-7-7 0:00:00,"CW",3.00,7.00,"C",6.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-8-1 0:00:00,"CW",3.00,7.00,"C",4.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-8-14 0:00:00,"CW",3.00,6.00,"C",4.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-8-28 0:00:00,"CW",3.00,7.00,"C",5.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-9-11 0:00:00,"CW",3.00,8.00,"C",10.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-10-3 0:00:00,"CW",3.00,8.00,"C",11.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2000-10-19 0:00:00,"CW",3.00,8.00,"C",8.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2001-5-22 0:00:00,"CW",3.00,8.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2001-6-21 0:00:00,"CW",3.00,6.00,"C",2.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2001-7-19 0:00:00,"CW",3.00,7.00,"C",3.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2001-8-22 0:00:00,"CW",3.00,7.00,"C",5.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2001-9-12 0:00:00,"CW",3.00,7.00,"C",12.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2001-10-10 0:00:00,"CW",3.00,8.00,"C",2.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2002-5-10 0:00:00,"CW",3.00,8.00,"C",3.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2002-6-17 0:00:00,"CW",3.00,8.00,"C",3.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2002-7-31 0:00:00,"CW",3.00,7.00,"C",5.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2002-8-27 0:00:00,"CW",3.00,6.00,"C",5.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2002-9-27 0:00:00,"CW",3.00,8.00,"C",2.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2002-10-25 0:00:00,"CW",3.00,8.00,"C",4.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2003-5-9 0:00:00,"CW",3.00,7.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2003-6-4 0:00:00,"CW",3.00,8.00,"C",3.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2003-7-2 0:00:00,"CW",3.00,7.00,"C",2.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2003-8-4 0:00:00,"CW",3.00,7.00,"C",3.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2003-9-9 0:00:00,"CW",3.00,7.00,"C",10.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2003-10-10 0:00:00,"CW",3.00,7.00,"C",8.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2004-5-12 0:00:00,"CW",3.00,7.00,"C",0.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2004-6-9 0:00:00,"CW",3.00,7.00,"C",3.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2004-7-1 0:00:00,"CW",3.00,6.00,"C",1.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2004-8-4 0:00:00,"CW",3.00,6.00,"C",5.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2004-9-3 0:00:00,"CW",3.00,7.00,"C",5.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2004-10-5 0:00:00,"CW",3.00,7.00,"C",11.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2005-5-13 0:00:00,"CW",3.00,8.00,"C",3.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2005-6-13 0:00:00,"CW",3.00,7.00,"C",4.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2005-7-14 0:00:00,"CW",3.00,5.00,"C",3.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2005-8-10 0:00:00,"CW",3.00,6.00,"C",9.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2005-9-8 0:00:00,"CW",3.00,6.00,"C",15.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2005-10-17 0:00:00,"CW",3.00,8.00,"C",7.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-5-15 0:00:00,"CW",3.00,7.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-6-14 0:00:00,"CW",3.00,8.00,"C",19.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-7-10 0:00:00,"CW",3.00,7.00,"C",4.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-8-9 0:00:00,"CW",3.00,6.00,"C",9.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-8-23 0:00:00,"CW",3.00,6.00,"C",20.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-9-7 0:00:00,"CW",3.00,7.00,"C",14.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2006-10-11 0:00:00,"CW",3.00,7.00,"C",7.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-5-10 0:00:00,"CW",3.00,7.00,"C",8.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-6-6 0:00:00,"CW",3.00,4.00,"C",4.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-7-3 0:00:00,"CW",3.00,6.00,"C",4.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-8-2 0:00:00,"CW",3.00,5.00,"C",2.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-8-2 0:00:00,"CW",3.00,5.00,"C",2.60,"2","D",
"COCHNEWAGON",3814.00,1.00,2007-8-21 0:00:00,"CW",3.00,6.00,"C",9.50,"1","S",
"COCHNEWAGON",3814.00,1.00,2007-9-7 0:00:00,"CW",3.00,7.00,"C",16.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-9-20 0:00:00,"CW",3.00,6.00,"C",18.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2007-10-17 0:00:00,"CW",3.00,7.00,"C",11.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-3-10 0:00:00,"EI",2.00,7.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-5-7 0:00:00,"CW",3.00,7.00,"C",5.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-5-21 0:00:00,"CW",3.00,6.00,"C",2.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-6-2 0:00:00,"CW",3.00,7.00,"C",3.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-6-18 0:00:00,"CW",3.00,5.00,"C",6.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-7-2 0:00:00,"CW",3.00,6.00,"C",11.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-7-16 0:00:00,"CW",3.00,6.00,"C",23.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-7-30 0:00:00,"CW",3.00,6.00,"C",9.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-8-14 0:00:00,"CW",3.00,6.00,"C",16.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-8-27 0:00:00,"CW",3.00,6.00,"C",6.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-9-10 0:00:00,"CW",3.00,7.00,"C",11.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-9-19 0:00:00,"CW",3.00,8.00,"C",19.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-9-24 0:00:00,"CW",3.00,8.00,"C",21.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-9-24 0:00:00,"CW",3.00,8.00,"C",22.00,"2","D",
"COCHNEWAGON",3814.00,1.00,2008-10-8 0:00:00,"CW",3.00,7.00,"C",13.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2008-10-23 0:00:00,"CW",3.00,7.00,"C",7.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-5-21 0:00:00,"CW",3.00,8.00,"C",2.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-6-5 0:00:00,"CW",3.00,7.00,"C",4.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-6-17 0:00:00,"CW",3.00,7.00,"C",3.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-7-1 0:00:00,"CW",3.00,5.00,"C",5.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-7-15 0:00:00,"CW",3.00,7.00,"C",4.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-7-28 0:00:00,"CW",3.00,6.00,"C",4.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-8-12 0:00:00,"CW",3.00,5.00,"C",14.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-8-27 0:00:00,"CW",3.00,5.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-9-9 0:00:00,"CW",3.00,6.00,"C",13.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-9-23 0:00:00,"CW",3.00,8.00,"C",18.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-10-8 0:00:00,"CW",3.00,8.00,"C",8.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2009-10-23 0:00:00,"CW",3.00,8.00,"C",8.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-5-5 0:00:00,"CW",3.00,8.00,"C",3.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-5-18 0:00:00,"CW",3.00,8.00,"C",4.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-6-2 0:00:00,"CW",3.00,6.00,"C",3.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-6-15 0:00:00,"CW",3.00,6.00,"C",2.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-6-29 0:00:00,"CW",3.00,6.00,"C",5.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-7-13 0:00:00,"CW",3.00,6.00,"C",5.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-7-27 0:00:00,"CW",3.00,6.00,"C",3.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-8-10 0:00:00,"CW",3.00,6.00,"C",4.70,"1","S",
"COCHNEWAGON",3814.00,1.00,2010-8-23 0:00:00,"CW",3.00,7.00,"C",7.20,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-8-23 0:00:00,"CW",3.00,7.00,"C",7.30,"2","D",
"COCHNEWAGON",3814.00,1.00,2010-9-9 0:00:00,"CW",3.00,6.00,"C",19.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-9-22 0:00:00,"CW",3.00,8.00,"C",23.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-10-7 0:00:00,"CW",3.00,7.50,"C",14.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2010-10-20 0:00:00,"CW",3.00,8.00,"C",7.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-5-18 0:00:00,"CW",3.00,8.00,"C",3.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-6-1 0:00:00,"CW",3.00,5.00,"C",4.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-6-15 0:00:00,"CW",3.00,6.00,"C",2.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-6-27 0:00:00,"CW",3.00,6.00,"C",3.90,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-7-12 0:00:00,"CW",3.00,5.50,"C",3.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-7-27 0:00:00,"CW",3.00,5.50,"C",6.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-8-11 0:00:00,"CW",3.00,5.50,"C",16.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-8-23 0:00:00,"EI",2.00,6.00,"C",32.00,"1","S",
"COCHNEWAGON",3814.00,1.00,2011-8-24 0:00:00,"CW",3.00,6.00,"C",19.00,"2","D",
"COCHNEWAGON",3814.00,1.00,2011-8-24 0:00:00,"CW",3.00,6.00,"C",20.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-9-8 0:00:00,"CW",3.00,6.00,"C",15.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-9-23 0:00:00,"CW",3.00,8.00,"C",13.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-10-5 0:00:00,"CW",3.00,8.00,"C",13.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2011-11-3 0:00:00,"CW",3.00,7.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-5-24 0:00:00,"CW",3.00,6.00,"C",2.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-6-5 0:00:00,"CW",3.00,7.00,"C",2.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-6-21 0:00:00,"CW",3.00,4.00,"C",2.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-7-3 0:00:00,"CW",3.00,4.50,"C",3.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-7-16 0:00:00,"CW",3.00,5.00,"C",4.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-7-16 0:00:00,"CW",3.00,5.00,"C",4.40,"2","D",
"COCHNEWAGON",3814.00,1.00,2012-8-1 0:00:00,"CW",3.00,5.50,"C",8.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-8-15 0:00:00,"CW",3.00,5.00,"C",13.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-8-27 0:00:00,"CW",3.00,4.50,"C",17.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-9-12 0:00:00,"CW",3.00,7.00,"C",21.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-9-27 0:00:00,"CW",3.00,8.00,"C",17.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2012-10-16 0:00:00,"CW",3.00,8.00,"C",13.00,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-5-10 0:00:00,"CW",3.00,6.00,"C",5.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-5-23 0:00:00,"CW",3.00,7.00,"C",3.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-6-6 0:00:00,"CW",3.00,6.00,"C",1.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-6-18 0:00:00,"CW",3.00,6.00,"C",2.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-7-2 0:00:00,"CW",3.00,5.50,"C",4.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-7-15 0:00:00,"CW",3.00,6.00,"C",3.60,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-7-29 0:00:00,"CW",3.00,5.50,"C",4.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-8-14 0:00:00,"CW",3.00,6.00,"C",5.80,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-8-28 0:00:00,"CW",3.00,5.50,"C",2.10,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-9-11 0:00:00,"CW",3.00,7.00,"C",5.30,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-9-25 0:00:00,"CW",3.00,8.00,"C",9.50,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-10-9 0:00:00,"CW",3.00,8.00,"C",4.40,"1","D",
"COCHNEWAGON",3814.00,1.00,2013-10-23 0:00:00,"CW",3.00,7.00,"C",3.70,"1","D",
"COCHNEWAGON",3814.00,1.00,2014-5-21 0:00:00,"CW",3.00,7.00,"C",2.90,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-6-4 0:00:00,"CW",3.00,7.00,"C",1.60,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-6-18 0:00:00,"CW",3.00,6.00,"C",2.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-7-2 0:00:00,"CW",3.00,6.50,"C",2.50,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-7-17 0:00:00,"CW",3.00,6.50,"C",3.40,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-7-30 0:00:00,"CW",3.00,6.00,"C",3.30,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-8-15 0:00:00,"CW",3.00,6.00,"C",3.90,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-8-27 0:00:00,"CW",3.00,6.50,"C",8.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-9-10 0:00:00,"CW",3.00,5.50,"C",21.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-9-26 0:00:00,"CW",3.00,7.00,"C",17.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-10-9 0:00:00,"CW",3.00,7.00,"C",29.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2014-10-20 0:00:00,"CW",3.00,8.00,"C",27.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-5-15 0:00:00,"CW",3.00,7.00,"C",3.50,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-5-28 0:00:00,"CW",3.00,6.00,"C",4.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-6-10 0:00:00,"CW",3.00,6.00,"C",4.60,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-6-24 0:00:00,"CW",3.00,7.00,"C",4.40,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-7-8 0:00:00,"CW",3.00,5.50,"C",5.90,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-7-22 0:00:00,"CW",3.00,6.00,"C",5.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-8-5 0:00:00,"CW",3.00,6.00,"C",8.10,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-8-18 0:00:00,"CW",3.00,6.00,"C",20.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-9-1 0:00:00,"CW",3.00,5.00,"C",15.00,"2","HETL",
"COCHNEWAGON",3814.00,1.00,2015-9-1 0:00:00,"CW",3.00,5.00,"C",16.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-9-16 0:00:00,"CW",3.00,6.00,"C",9.50,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-10-2 0:00:00,"CW",3.00,8.00,"C",16.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-10-14 0:00:00,"CW",3.00,8.00,"C",20.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2015-11-3 0:00:00,"CW",3.00,7.50,"C",7.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-5-4 0:00:00,"CW",3.00,8.00,"C",2.50,"2","HETL",
"COCHNEWAGON",3814.00,1.00,2016-5-4 0:00:00,"CW",3.00,8.00,"C",2.60,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-5-17 0:00:00,"CW",3.00,7.00,"C",2.20,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-6-1 0:00:00,"CW",3.00,5.00,"C",1.50,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-6-16 0:00:00,"CW",3.00,7.00,"C",2.30,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-7-6 0:00:00,"CW",3.00,6.00,"C",2.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-7-20 0:00:00,"CW",3.00,6.00,"C",5.40,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-8-3 0:00:00,"CW",3.00,5.00,"C",11.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-8-17 0:00:00,"CW",3.00,5.00,"C",7.30,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-8-31 0:00:00,"CW",3.00,6.00,"C",9.30,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-9-14 0:00:00,"CW",3.00,7.00,"C",13.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-9-28 0:00:00,"CW",3.00,7.00,"C",19.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-10-12 0:00:00,"CW",3.00,7.00,"C",9.70,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2016-10-27 0:00:00,"CW",3.00,7.00,"C",12.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-5-12 0:00:00,"CW",3.00,8.00,"C",4.30,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-5-24 0:00:00,"CW",3.00,8.00,"C",9.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-6-8 0:00:00,"CW",3.00,8.00,"C",3.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-6-20 0:00:00,"CW",3.00,6.00,"C",4.80,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-7-6 0:00:00,"CW",3.00,6.00,"C",3.40,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-7-19 0:00:00,"CW",3.00,6.00,"C",6.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-7-31 0:00:00,"CW",3.00,5.50,"C",18.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-8-16 0:00:00,"CW",3.00,5.00,"C",7.10,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-8-31 0:00:00,"CW",3.00,6.00,"C",8.50,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-8-31 0:00:00,"CW",3.00,6.00,"C",9.40,"2","HETL",
"COCHNEWAGON",3814.00,1.00,2017-9-13 0:00:00,"CW",3.00,7.00,"C",14.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-9-29 0:00:00,"CW",3.00,6.00,"C",14.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-10-11 0:00:00,"CW",3.00,7.00,"C",17.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2017-11-1 0:00:00,"CW",3.00,8.00,"C",13.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-5-18 0:00:00,"CW",3.00,7.00,"C",7.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-5-30 0:00:00,"CW",3.00,7.00,"C",5.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-6-13 0:00:00,"CW",3.00,6.00,"C",4.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-6-27 0:00:00,"CW",3.00,5.50,"C",6.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-7-11 0:00:00,"CW",3.00,5.50,"C",2.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-7-24 0:00:00,"CW",3.00,6.00,"C",2.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-8-7 0:00:00,"CW",3.00,6.00,"C",2.00,"1","HETL",
"COCHNEWAGON",3814.00,1.00,2018-8-20 0:00:00,"CW",3.00,6.00,"C",4.00,"1","HETL",
