"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","TIME","SURVEYOR1","SURVEYOR2","SURVEYOR3","SURVEYOR4","WINDVEL","WINDDIR","CLOUDCVR","SECCHI","SECCBOT","SCOPE","REP","QA_CERT","GLOEO","COMMENTS"
"MARANACOOK L",5312.00,2.00,1986-8-29 0:00:00,"CW",3.00,"1540","DENNIS,WENDY","MILLER,DEBRAH",,,3.00,8.00,"B",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1986-9-18 0:00:00,"CW",3.00,"1100","MILLER,DEBRAH","WILLIAMS,SCOTT",,,1.00,6.00,"B",4.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1986-10-14 0:00:00,"CW",3.00,"1455","WILLIAMS,SCOTT","MILLER,DEBRAH",,,,,"O",4.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1987-5-8 0:00:00,"CW",3.00,"1500","WILLIAMS,SCOTT",,,,2.00,5.00,"B",4.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1987-6-2 0:00:00,"CW",3.00,"1540","DENNIS,WENDY","WILLIAMS,SCOTT",,,1.00,5.00,"C",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1987-7-9 0:00:00,"CW",3.00,"1330","GORDON,TOM","MILLER,DEBRAH",,,2.00,6.00,"B",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1987-8-7 0:00:00,"CW",3.00,"1020","MILLER,DEBRAH","WILLIAMS,SCOTT",,,2.00,7.00,"B",4.90,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1987-9-8 0:00:00,"CW",3.00,"1340","DENNIS,WENDY","WILLIAMS,SCOTT",,,0.00,,"O",5.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1988-5-9 0:00:00,"CW",3.00,"1540","MILLER,DEBRAH","ACCOMANDO,BETH",,,8.00,6.00,"B",5.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1988-6-14 0:00:00,"CW",3.00,"1100","MILLER,DEBRAH","HERRMANN",,,,,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1988-7-7 0:00:00,"CW",3.00,"1354","WILLIAMS,SCOTT","ACCOMANDO,BETH",,,,,"B",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1988-8-31 0:00:00,"CW",3.00,"1530","HERRMANN","HERRMANN",,,,,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1988-9-15 0:00:00,"CW",3.00,"1530","WILLIAMS,SCOTT","HERRMANN",,,10.00,8.00,"C",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1988-10-20 0:00:00,"CW",3.00,"1200","WILLIAMS,SCOTT","BOUCHER,CHRISTA",,,7.00,7.00,"O",4.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1989-5-17 0:00:00,"CW",3.00,"1530","MILLER,DEBRAH","HERRMANN",,,4.00,1.00,"B",3.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1989-6-21 0:00:00,"CW",3.00,"1100","BOUCHER,CHRISTA","MILLER,DEBRAH",,,1.00,7.00,"B",3.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1989-7-19 0:00:00,"CW",3.00,,"MILLER,DEBRAH","BOUCHER,CHRISTA",,,3.00,5.00,,4.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1989-8-22 0:00:00,"CW",3.00,"1018","MILLER,DEBRAH","BOUCHER,CHRISTA",,,7.00,8.00,"C",5.10,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-5-9 0:00:00,"CW",3.00,"1305","BOUCHER,CHRISTA","DENNIS,WENDY",,,3.00,5.00,"B",4.10,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-6-5 0:00:00,"CW",3.00,"1400","DENNIS,WENDY","CIEMBRO",,,8.00,8.00,"B",4.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-7-3 0:00:00,"CW",3.00,"1500","DENNIS,WENDY","BOUCHER,CHRISTA",,,4.00,6.00,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-7-21 0:00:00,"EI",3.00,"1140","CUMBER",,,,7.00,1.00,"B",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-7-28 0:00:00,"EI",3.00,"1205","CUMBER",,,,1.00,5.00,"B",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-8-4 0:00:00,"EI",3.00,"1125","CUMBER",,,,1.00,8.00,"B",4.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-8-12 0:00:00,"EI",3.00,"1530","CUMBER",,,,3.00,6.00,"B",4.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-8-15 0:00:00,"CW",3.00,"1025","DENNIS,WENDY","BOUCHER,CHRISTA",,,6.00,7.00,"B",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-8-19 0:00:00,"EI",3.00,"1545","CUMBER",,,,7.00,2.00,"B",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-9-1 0:00:00,"EI",3.00,"1400","CUMBER",,,,7.00,0.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-9-10 0:00:00,"CW",3.00,"1525","DENNIS,WENDY","MCPHEDRAN,JOHN",,,1.00,6.00,"B",4.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-9-23 0:00:00,"EI",3.00,"1425","CUMBER",,,,7.00,7.00,"B",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-9-29 0:00:00,"EI",3.00,"1330","CUMBER",,,,1.00,6.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-10-6 0:00:00,"EI",3.00,"1150","CUMBER",,,,5.00,5.00,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-10-10 0:00:00,"CW",3.00,"1005","DENNIS,WENDY","MCPHEDRAN,JOHN",,,7.00,2.00,"O",5.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-10-14 0:00:00,"EI",3.00,"1230","CUMBER",,,,1.00,2.00,"B",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1990-10-20 0:00:00,"EI",3.00,"1430","CUMBER",,,,8.00,7.00,"B",3.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-5-5 0:00:00,"EI",3.00,"1400","CUMBER","RICKER",,,4.00,1.00,"B",3.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-5-19 0:00:00,"EI",3.00," 955","CUMBER","RICKER",,,2.00,6.00,"B",3.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-5-22 0:00:00,"CW",3.00,"1130","MCPHEDRAN,JOHN","BOUCHER,CHRISTA",,,1.00,2.00,"B",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-6-3 0:00:00,"EI",3.00,"1045","CUMBER","RICKER",,,5.00,7.00,"B",3.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-6-17 0:00:00,"EI",3.00,"1435","CUMBER","RICKER",,,5.00,7.00,"O",3.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-6-19 0:00:00,"CW",3.00,"1244","MCPHEDRAN,JOHN","BOUCHER,CHRISTA",,,3.00,5.00,"B",4.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-6-30 0:00:00,"EI",3.00,"1235","CUMBER","RICKER",,,0.00,0.00,"B",3.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-7-13 0:00:00,"EI",3.00,"1445","CUMBER","RICKER",,,7.00,5.00,"C",3.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-7-15 0:00:00,"CW",3.00,"1300","MCPHEDRAN,JOHN","BOUCHER,CHRISTA",,,5.00,7.00,"B",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-7-28 0:00:00,"EI",3.00,"1015","CUMBER","RICKER",,,5.00,4.00,"B",5.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-8-12 0:00:00,"EI",3.00,"1150","CUMBER","RICKER",,,7.00,8.00,"B",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-8-15 0:00:00,"CW",3.00,"1000","BOUCHER,CHRISTA","PRAY,JIM",,,0.00,0.00,"C",4.90,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1991-9-9 0:00:00,"CW",3.00,"1215","MCPHEDRAN,JOHN","DENNIS,WENDY",,,3.00,7.00,"B",5.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1992-5-20 0:00:00,"CW",3.00,"1100","MCPHEDRAN,JOHN","EMERSON,JOE",,,5.00,8.00,"B",3.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1992-6-12 0:00:00,"CW",3.00,"1200","MCPHEDRAN,JOHN","SMITH,GENE",,,8.00,6.00,"B",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1992-7-17 0:00:00,"CW",3.00,"1127","MCPHEDRAN,JOHN","SMITH,GENE",,,7.00,5.00,"C",4.90,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1992-8-17 0:00:00,"CW",3.00,"1240","MCPHEDRAN,JOHN","MANWELL,NORM",,,4.00,4.00,"C",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1992-9-18 0:00:00,"CW",3.00,"1112","MCPHEDRAN,JOHN","SMITH,GENE",,,4.00,6.00,"B",6.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1992-10-22 0:00:00,"CW",3.00,"1042","MCPHEDRAN,JOHN","MONAGLE,BILL",,,7.00,1.00,"O",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-4-29 0:00:00,"EI",3.00,"1350","SMITH",,,,5.00,8.00,"B",3.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-5-13 0:00:00,"CW",3.00,"1300","MCPHEDRAN,JOHN","MONAGLE,BILL",,,8.00,7.00,"B",4.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-5-14 0:00:00,"EI",3.00,"1139","SMITH",,,,5.00,4.00,"B",3.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-5-28 0:00:00,"EI",3.00,"1316","SMITH",,,,5.00,7.00,"C",4.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-6-11 0:00:00,"CW",3.00,"1030","MCPHEDRAN,JOHN","SMITH,GENE",,,5.00,1.00,"C",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-6-11 0:00:00,"EI",3.00,"1130","SMITH",,,,5.00,1.00,"C",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-6-24 0:00:00,"EI",3.00,"1430","SMITH",,,,5.00,8.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-7-8 0:00:00,"EI",3.00,"1535","SMITH",,,,3.00,1.00,"B",5.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-7-14 0:00:00,"CW",3.00,"1440","MCPHEDRAN,JOHN","SMITH,GENE",,,5.00,7.00,"B",5.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-7-22 0:00:00,"EI",3.00,"1130","SMITH",,,,15.00,6.00,"C",5.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-8-6 0:00:00,"EI",3.00,"1400","SMITH",,,,7.00,6.00,"B",5.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-8-13 0:00:00,"CW",3.00,"1030","MCPHEDRAN,JOHN","SMITH,GENE",,,0.00,0.00,"C",5.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-8-19 0:00:00,"EI",3.00,"1515","SMITH",,,,0.00,0.00,"B",5.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-9-10 0:00:00,"EI",3.00,"1605","SMITH",,,,5.00,8.00,"C",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-9-17 0:00:00,"CW",3.00,"1104","MCPHEDRAN,JOHN","SMITH,GENE",,,6.00,2.00,"C",5.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-9-25 0:00:00,"EI",3.00," 930","SMITH",,,,0.00,0.00,"B",4.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-10-7 0:00:00,"EI",3.00,"1350","SMITH",,,,5.00,7.00,"B",4.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-10-14 0:00:00,"CW",3.00,"1101","MCPHEDRAN,JOHN","SMITH,GENE",,,4.00,5.00,"B",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1993-10-25 0:00:00,"EI",3.00,"1520","SMITH",,,,5.00,1.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-5-11 0:00:00,"CW",3.00,"1000","MCPHEDRAN,JOHN","EMERSON,JOE",,,7.00,6.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-5-28 0:00:00,"EI",3.00,"1230","SMITH",,,,5.00,5.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-6-11 0:00:00,"EI",3.00,"1005","SMITH",,,,5.00,6.00,"B",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-6-15 0:00:00,"CW",3.00,"1040","MCPHEDRAN,JOHN","SMITH,GENE",,,1.00,1.00,"B",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-6-22 0:00:00,"EI",3.00,"1510","SMITH",,,,10.00,7.00,"B",4.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-7-6 0:00:00,"EI",3.00,"1155","SMITH",,,,5.00,8.00,"B",4.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-7-13 0:00:00,"CW",3.00,"1200","MCPHEDRAN,JOHN","MANWELL,NORM",,,5.00,6.00,"B",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-7-25 0:00:00,"EI",3.00,"1430","SMITH",,,,5.00,6.00,"C",4.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-8-8 0:00:00,"EI",3.00,"1345","SMITH",,,,2.00,6.00,"B",5.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-8-17 0:00:00,"CW",3.00,"1500","MCPHEDRAN,JOHN","EMERSON,JOE","SMITH",,8.00,6.00,"B",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-9-7 0:00:00,"EI",3.00,"1430","SMITH",,,,8.00,6.00,"B",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-9-15 0:00:00,"CW",3.00,"1045","MCPHEDRAN,JOHN","MANWELL,NORM",,,3.00,1.00,"B",6.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-9-22 0:00:00,"EI",3.00,"1345","SMITH",,,,7.00,6.00,"B",5.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-10-7 0:00:00,"EI",3.00,"1330","SMITH",,,,5.00,8.00,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-10-14 0:00:00,"CW",3.00,"1040","MCPHEDRAN,JOHN","MONAGLE,BILL",,,8.00,1.00,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1994-10-18 0:00:00,"EI",3.00,"1205","SMITH",,,,0.00,0.00,"B",4.80,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-5-4 0:00:00,"EI",3.00,"1025","SMITH",,,,5.00,4.00,"B",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-5-19 0:00:00,"CW",3.00,"1100","MCPHEDRAN,JOHN","IFILL",,,0.00,0.00,"B",5.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-5-21 0:00:00,"EI",3.00,"1045","SMITH",,,,5.00,5.00,"B",5.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-6-5 0:00:00,"EI",3.00,"1425","SMITH",,,,7.00,6.00,"C",4.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-6-14 0:00:00,"CW",3.00,"1045","MCPHEDRAN,JOHN","MANWELL,NORM",,,4.00,2.00,"C",5.60,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-6-20 0:00:00,"EI",3.00,"1000","SMITH",,,,10.00,8.00,"B",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-7-5 0:00:00,"EI",3.00,"1025","SMITH",,,,3.00,5.00,"B",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-7-19 0:00:00,"CW",3.00,"1223","THIER,ED","MANWELL,NORM",,,7.00,8.00,"B",6.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-7-22 0:00:00,"EI",3.00,"1030","SMITH",,,,3.00,2.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-8-7 0:00:00,"EI",3.00,"1000","SMITH",,,,4.00,1.00,"B",5.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-8-16 0:00:00,"CW",3.00,"1300","THIER,ED","WOODMAN,CHIP",,,3.00,8.00,"B",6.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-8-28 0:00:00,"EI",3.00,"1040","SMITH",,,,1.00,4.00,"B",5.30,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-9-12 0:00:00,"EI",3.00,"1410","SMITH",,,,10.00,6.00,"B",5.00,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-9-19 0:00:00,"CW",3.00,"1015","THIER,ED","EMERSON,JOE",,,5.00,2.00,"B",4.90,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-9-30 0:00:00,"EI",3.00,"1410","SMITH",,,,5.00,8.00,"B",5.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1995-10-27 0:00:00,"CW",3.00,"1410","THIER,ED","MANWELL,NORM",,,2.00,4.00,"C",4.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1996-5-6 0:00:00,"CW",3.00,"1015","THIER,ED","MANWELL,NORM",,,3.00,2.00,"O",4.40,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1996-6-6 0:00:00,"CW",3.00," 940","THIER,ED","KANE,NOLAN",,,6.00,8.00,"B",2.50,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1996-7-1 0:00:00,"CW",3.00,"1110","THIER,ED","RAVIS,LISA",,,3.00,8.00,"C",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1996-8-8 0:00:00,"CW",3.00,"1055","THIER,ED","RAVIS,LISA",,,3.00,5.00,"C",3.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1996-9-5 0:00:00,"CW",3.00," 950","THIER,ED","MANWELL,NORM",,,2.00,4.00,"B",3.10,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1996-10-8 0:00:00,"CW",3.00,"1025","THIER,ED","MANWELL,NORM",,,1.00,5.00,"O",4.70,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1997-5-14 0:00:00,"CW",3.00,"1045","THIER,ED","PRITCHARD,BETH",,,8.00,8.00,"B",3.20,"N","2","1",,,
"MARANACOOK L",5312.00,2.00,1997-6-4 0:00:00,"CW",3.00," 945","THIER,ED","SCOTT,DOUG",,,4.00,1.00,"B",4.00,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1997-6-4 0:00:00,"CW",3.00," 945","THIER,ED","SCOTT,DOUG",,,4.00,1.00,"B",4.10,"N","2",,,,
"MARANACOOK L",5312.00,2.00,1997-7-1 0:00:00,"CW",3.00," 855","THIER,ED","ONION,ALENE",,,0.00,0.00,"C",3.80,"N","2",,,,
"MARANACOOK L",5312.00,2.00,1997-7-1 0:00:00,"CW",3.00," 855","THIER,ED","ONION,ALENE",,,0.00,0.00,"C",3.80,"N","4",,,,
"MARANACOOK L",5312.00,2.00,1997-8-4 0:00:00,"CW",3.00,"1240","THIER,ED","ONION,ALENE",,,4.00,2.00,"B",5.20,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1997-8-4 0:00:00,"CW",3.00,"1240","THIER,ED","ONION,ALENE",,,4.00,2.00,"B",5.40,"N","2",,,,
"MARANACOOK L",5312.00,2.00,1997-9-5 0:00:00,"CW",3.00," 935","THIER,ED","SCOTT,DOUG",,,6.00,8.00,"B",4.80,"N","2",,,,
"MARANACOOK L",5312.00,2.00,1997-9-5 0:00:00,"CW",3.00," 935","THIER,ED","SCOTT,DOUG",,,6.00,8.00,"B",4.90,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1997-10-2 0:00:00,"CW",3.00,"1028","THIER,ED","SCOTT,DOUG",,,2.00,8.00,"O",3.80,"N","2",,,,
"MARANACOOK L",5312.00,2.00,1997-10-2 0:00:00,"CW",3.00,"1028","THIER,ED","SCOTT,DOUG",,,2.00,8.00,"O",3.80,"N","4",,,,
"MARANACOOK L",5312.00,2.00,1998-5-8 0:00:00,"CW",3.00,"1145","MARTIN,JEREMY",,,,1.00,4.00,"O",4.80,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-5-8 0:00:00,"CW",3.00,"1145","MARTIN,JEREMY",,,,1.00,4.00,"O",4.90,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1998-6-9 0:00:00,"CW",3.00,"1050","MARTIN,JEREMY",,,,1.00,6.00,"B",5.61,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1998-6-9 0:00:00,"CW",3.00,"1050","MARTIN,JEREMY",,,,1.00,6.00,"B",5.65,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-6-21 0:00:00,"EI",3.00,"0930","STRESSER,LILL",,,,5.00,6.00,"O",,,,,"99-9999",,
"MARANACOOK L",5312.00,2.00,1998-7-9 0:00:00,"CW",3.00,"1045","MARTIN,JEREMY","CURTIS",,,0.00,0.00,"B",3.85,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1998-7-9 0:00:00,"CW",3.00,"1045","MARTIN,JEREMY","CURTIS",,,0.00,0.00,"B",3.92,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-7-9 0:00:00,"CW",3.00,"1045","MARTIN,JEREMY","CURTIS",,,0.00,0.00,"B",6.10,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-7-10 0:00:00,"EI",3.00,"1445","STRESSER,LILL",,,,10.00,7.00,"C",4.03,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-7-19 0:00:00,"EI",3.00,"1500","STRESSER,LILL",,,,,6.00,"B",3.75,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-2 0:00:00,"EI",3.00,"1030","STRESSER,LILL",,,,5.00,6.00,"B",4.00,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-6 0:00:00,"CW",3.00,"1020","MARTIN,JEREMY",,,,2.00,8.00,"B",4.20,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-6 0:00:00,"CW",3.00,"1020","MARTIN,JEREMY",,,,2.00,8.00,"B",4.30,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-12 0:00:00,"CW",3.00,"1015","MARTIN,JEREMY",,,,7.00,8.00,"O",4.32,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-12 0:00:00,"CW",3.00,"1015","MARTIN,JEREMY",,,,7.00,8.00,"O",4.34,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-16 0:00:00,"EI",3.00,"1305","STRESSER,LILL",,,,5.00,2.00,"B",4.68,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-8-29 0:00:00,"EI",3.00,"1000","STRESSER,LILL",,,,8.00,6.00,"C",5.53,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-9-6 0:00:00,"EI",3.00,"1045","STRESSER,LILL",,,,7.00,5.00,"B",5.38,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-9-11 0:00:00,"CW",3.00,"1100","MARTIN,JEREMY",,,,3.00,8.00,"B",5.17,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-9-11 0:00:00,"CW",3.00,"1100","MARTIN,JEREMY",,,,3.00,8.00,"B",5.42,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1998-9-20 0:00:00,"EI",3.00,"1025","STRESSER,LILL",,,,0.00,0.00,"B",4.99,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-10-3 0:00:00,"EI",3.00,"1130","STRESSER,LILL",,,,7.00,2.00,"C",4.03,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-10-16 0:00:00,"CW",3.00,"1030","MARTIN,JEREMY",,,,6.00,2.00,"C",3.50,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1998-10-16 0:00:00,"CW",3.00,"1030","MARTIN,JEREMY",,,,6.00,2.00,"C",3.50,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1999-5-25 0:00:00,"CW",3.00,"1445","MARTIN,JEREMY",,,,4.00,6.00,"C",3.85,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1999-5-25 0:00:00,"CW",3.00,"1445","MARTIN,JEREMY",,,,4.00,6.00,"C",3.95,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1999-6-21 0:00:00,"CW",3.00,"1430","MARTIN,JEREMY",,,,0.00,0.00,"C",4.25,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1999-6-21 0:00:00,"CW",3.00,"1430","MARTIN,JEREMY",,,,0.00,0.00,"C",4.30,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1999-7-28 0:00:00,"CW",3.00,"1015","MARTIN,JEREMY",,,,1.00,2.00,"B",6.20,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1999-7-28 0:00:00,"CW",3.00,"1015","MARTIN,JEREMY",,,,1.00,2.00,"B",6.25,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1999-8-25 0:00:00,"CW",3.00,"1015","MARTIN,JEREMY",,,,0.00,0.00,"B",5.90,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1999-8-25 0:00:00,"CW",3.00,"1015","MARTIN,JEREMY",,,,0.00,0.00,"B",6.00,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1999-9-27 0:00:00,"CW",3.00,"1430","MARTIN,JEREMY",,,,3.00,5.00,"B",4.90,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1999-9-27 0:00:00,"CW",3.00,"1430","MARTIN,JEREMY",,,,3.00,5.00,"B",4.95,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,1999-10-26 0:00:00,"CW",3.00,"1430","MARTIN,JEREMY",,,,5.00,5.00,"C",3.30,"N","4","1",,,
"MARANACOOK L",5312.00,2.00,1999-10-26 0:00:00,"CW",3.00,"1430","MARTIN,JEREMY",,,,5.00,5.00,"C",3.40,"N","5","1",,,
"MARANACOOK L",5312.00,2.00,2000-5-3 0:00:00,"CW",3.00,"1230","MARTIN,JEREMY",,,,1.00,5.00,"B",5.95,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2000-5-3 0:00:00,"CW",3.00,"1230","MARTIN,JEREMY",,,,1.00,5.00,"B",6.05,"N","5","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2000-6-9 0:00:00,"CW",3.00,"1000","MARTIN,JEREMY",,,,3.00,6.00,"C",3.65,"N","4","1","MA-0049",,
