"lake","midas","station","date","time","agency","project","depth","type","chla","r","l","flag","year","month"
"little cobbossee","8065","1",2011-08-23,"0:00:00","cw","3",3,"c",14,"1","d",NA,2011,8
"little cobbossee","8065","1",2011-10-12,"0:00:00","cw","3",5,"c",7,"1","d",NA,2011,10
"little cobbossee","8065","1",2012-06-14,"0:00:00","cw","3",3,"c",3.5,"1","d",NA,2012,6
"little cobbossee","8065","1",2012-07-19,"0:00:00","cw","3",3,"c",5.5,"1","d",NA,2012,7
"little cobbossee","8065","1",2012-08-20,"0:00:00","cw","3",3,"c",6.7,"1","d",NA,2012,8
"little cobbossee","8065","1",2012-09-20,"0:00:00","cw","3",4,"c",27,"1","d",NA,2012,9
"little cobbossee","8065","1",2013-07-10,"0:00:00","cw","3",2.5,"c",4.9,"1","d",NA,2013,7
"little cobbossee","8065","1",2013-08-12,"0:00:00","cw","3",3,"c",5.1,"1","d",NA,2013,8
"little cobbossee","8065","1",2013-09-18,"0:00:00","cw","3",4.5,"c",18,"1","d",NA,2013,9
"little cobbossee","8065","1",2014-05-30,"0:00:00","cw","3",5,"c",3.7,"1","hetl",NA,2014,5
"little cobbossee","8065","1",2014-06-23,"0:00:00","cw","3",4,"c",3.2,"2","hetl",NA,2014,6
"little cobbossee","8065","1",2014-06-23,"0:00:00","cw","3",4,"c",4.1,"1","hetl",NA,2014,6
"little cobbossee","8065","1",2014-07-17,"0:00:00","cw","3",4,"c",7.2,"1","hetl",NA,2014,7
"little cobbossee","8065","1",2014-08-14,"0:00:00","cw","3",3.5,"c",9.9,"1","hetl",NA,2014,8
"little cobbossee","8065","1",2014-10-07,"0:00:00","cw","3",5,"c",14,"1","hetl",NA,2014,10
"little cobbossee","8065","1",2014-10-07,"0:00:00","cw","3",5,"c",17,"2","hetl",NA,2014,10
"little cobbossee","8065","1",2015-06-03,"0:00:00","cw","3",5,"c",9.1,"1","hetl",NA,2015,6
"little cobbossee","8065","1",2015-06-17,"0:00:00","cw","3",4,"c",9.1,"1","hetl",NA,2015,6
"little cobbossee","8065","1",2015-07-23,"0:00:00","cw","3",4,"c",15,"1","hetl",NA,2015,7
"little cobbossee","8065","1",2015-08-17,"0:00:00","cw","3",4,"c",5.7,"1","hetl",NA,2015,8
"little cobbossee","8065","1",2015-09-25,"0:00:00","cw","3",4,"c",11,"1","hetl",NA,2015,9
"little cobbossee","8065","1",2016-05-11,"0:00:00","cw","3",7,"c",1.4,"1","hetl",NA,2016,5
"little cobbossee","8065","1",2016-06-07,"0:00:00","cw","3",4,"c",3.8,"1","hetl",NA,2016,6
"little cobbossee","8065","1",2016-07-12,"0:00:00","cw","3",4,"c",2.9,"1","hetl",NA,2016,7
"little cobbossee","8065","1",2016-08-15,"0:00:00","cw","3",4,"c",14,"1","hetl",NA,2016,8
"little cobbossee","8065","1",2016-09-12,"0:00:00","cw","3",4,"c",11,"1","hetl",NA,2016,9
"little cobbossee","8065","1",2016-11-02,"0:00:00","cw","3",8,"c",19,"1","hetl",NA,2016,11
"little cobbossee","8065","1",2017-05-30,"0:00:00","cw","3",4,"c",4.7,"1","hetl",NA,2017,5
"little cobbossee","8065","1",2017-06-22,"0:00:00","cw","3",3.5,"c",3.8,"1","hetl",NA,2017,6
"little cobbossee","8065","1",2017-08-11,"0:00:00","cw","3",4,"c",5.2,"1","hetl",NA,2017,8
"little cobbossee","8065","1",2017-09-14,"0:00:00","cw","3",4.5,"c",12,"1","hetl",NA,2017,9
"little cobbossee","8065","1",2017-10-12,"0:00:00","cw","3",5,"c",7.5,"1","hetl",NA,2017,10
"little cobbossee","8065","1",2018-05-31,"0:00:00","cw","3",4,"c",2,"1","hetl",NA,2018,5
"little cobbossee","8065","1",2018-06-29,"0:00:00","cw","3",3.5,"c",8,"1","hetl",NA,2018,6
"little cobbossee","8065","1",2018-07-19,"0:00:00","cw","3",3.5,"c",6,"1","hetl",NA,2018,7
"little cobbossee","8065","1",2018-08-28,"0:00:00","cw","3",4,"c",13,"1","hetl",NA,2018,8
"little cobbossee","8065","1",2018-09-27,"0:00:00","cw","3",5,"c",7,"1","hetl",NA,2018,9
"little cobbossee","8065","1",2018-11-09,"0:00:00","cw","3",8,"c",10,"1","hetl",NA,2018,11
"cochnewagon","3814","1",1976-04-25,"0:00:00","cw","3",NA,"c",1.3,NA,"",NA,1976,4
"cochnewagon","3814","1",1976-05-18,"0:00:00","cw","3",NA,"c",2.6,NA,"",NA,1976,5
"cochnewagon","3814","1",1976-06-13,"0:00:00","cw","3",NA,"c",3.5,NA,"",NA,1976,6
"cochnewagon","3814","1",1976-06-29,"0:00:00","cw","3",NA,"c",5.9,NA,"",NA,1976,6
"cochnewagon","3814","1",1976-07-11,"0:00:00","cw","3",NA,"c",4.2,NA,"",NA,1976,7
"cochnewagon","3814","1",1976-07-22,"0:00:00","cw","3",NA,"c",2.9,NA,"",NA,1976,7
"cochnewagon","3814","1",1976-08-10,"0:00:00","cw","3",NA,"c",3.6,NA,"",NA,1976,8
"cochnewagon","3814","1",1976-08-23,"0:00:00","cw","3",NA,"c",3,NA,"",NA,1976,8
"cochnewagon","3814","1",1976-09-06,"0:00:00","cw","3",NA,"c",4.2,NA,"",NA,1976,9
"cochnewagon","3814","1",1976-09-16,"0:00:00","cw","3",NA,"c",12.1,NA,"",NA,1976,9
"cochnewagon","3814","1",1976-10-04,"0:00:00","cw","3",NA,"c",7.7,NA,"",NA,1976,10
"cochnewagon","3814","1",1976-10-19,"0:00:00","cw","3",NA,"c",4,NA,"",NA,1976,10
"cochnewagon","3814","1",1978-06-16,"0:00:00","cw","3",5,"c",3.8,NA,"",NA,1978,6
"cochnewagon","3814","1",1979-04-18,"0:00:00","cw","3",5,"c",2.7,NA,"",NA,1979,4
"cochnewagon","3814","1",1979-06-19,"0:00:00","cw","3",7,"c",2.9,NA,"",NA,1979,6
"cochnewagon","3814","1",1979-07-09,"0:00:00","cw","3",7,"c",3.8,NA,"",NA,1979,7
"cochnewagon","3814","1",1979-07-26,"0:00:00","cw","3",7,"c",4,NA,"",NA,1979,7
"cochnewagon","3814","1",1979-07-26,"0:00:00","cw","3",7,"c",6.8,NA,"",NA,1979,7
"cochnewagon","3814","1",1979-08-20,"0:00:00","cw","3",8,"c",7.7,NA,"",NA,1979,8
"cochnewagon","3814","1",1979-09-10,"0:00:00","cw","3",8,"c",8.1,NA,"",NA,1979,9
"cochnewagon","3814","1",1979-09-24,"0:00:00","cw","3",8,"c",5.7,NA,"",NA,1979,9
"cochnewagon","3814","1",1980-04-18,"0:00:00","cw","3",8,"c",2.8,NA,"",NA,1980,4
"cochnewagon","3814","1",1980-08-11,"0:00:00","cw","3",4,"c",31.1,NA,"",NA,1980,8
"cochnewagon","3814","1",1980-08-11,"0:00:00","cw","3",4,"c",32.3,NA,"",NA,1980,8
"cochnewagon","3814","1",1980-08-11,"0:00:00","cw","3",6,"c",27.9,NA,"",NA,1980,8
"cochnewagon","3814","1",1980-08-25,"0:00:00","cw","3",6,"c",61.9,NA,"",NA,1980,8
"cochnewagon","3814","1",1980-09-05,"0:00:00","cw","3",5,"c",93,NA,"",NA,1980,9
"cochnewagon","3814","1",1980-09-05,"0:00:00","cw","3",8,"c",54.9,NA,"",NA,1980,9
"cochnewagon","3814","1",1980-09-05,"0:00:00","cw","3",8,"c",56.6,NA,"",NA,1980,9
"cochnewagon","3814","1",1980-09-15,"0:00:00","cw","3",6,"c",33.8,NA,"",NA,1980,9
"cochnewagon","3814","1",1980-10-03,"0:00:00","cw","3",8,"c",5.3,NA,"",NA,1980,10
"cochnewagon","3814","1",1980-11-04,"0:00:00","cw","3",8,"c",4.6,NA,"",NA,1980,11
"cochnewagon","3814","1",1980-11-04,"0:00:00","cw","3",8,"c",4.8,NA,"",NA,1980,11
"cochnewagon","3814","1",1981-03-24,"0:00:00","cw","3",8,"c",7.5,NA,"",NA,1981,3
"cochnewagon","3814","1",1981-04-22,"0:00:00","cw","3",8,"c",5.2,NA,"",NA,1981,4
"cochnewagon","3814","1",1981-04-22,"0:00:00","cw","3",8,"c",5.3,NA,"",NA,1981,4
"cochnewagon","3814","1",1981-05-26,"0:00:00","cw","3",8,"c",3.9,NA,"",NA,1981,5
"cochnewagon","3814","1",1981-06-18,"0:00:00","cw","3",10,"c",1.9,NA,"",NA,1981,6
"cochnewagon","3814","1",1981-07-09,"0:00:00","cw","3",6,"c",2.5,NA,"",NA,1981,7
"cochnewagon","3814","1",1981-08-07,"0:00:00","cw","3",6,"c",5.3,NA,"",NA,1981,8
"cochnewagon","3814","1",1981-08-21,"0:00:00","cw","3",7,"c",5.1,NA,"",NA,1981,8
"cochnewagon","3814","1",1981-09-04,"0:00:00","cw","3",8,"c",8.8,NA,"",NA,1981,9
"cochnewagon","3814","1",1981-09-10,"0:00:00","cw","3",8,"c",22.4,NA,"",NA,1981,9
"cochnewagon","3814","1",1981-09-10,"0:00:00","cw","3",8,"c",23.6,NA,"",NA,1981,9
"cochnewagon","3814","1",1981-09-29,"0:00:00","cw","3",8,"c",18.9,NA,"",NA,1981,9
"cochnewagon","3814","1",1981-10-21,"0:00:00","cw","3",8,"c",25.1,NA,"",NA,1981,10
"cochnewagon","3814","1",1981-11-09,"0:00:00","cw","3",8,"c",26.9,NA,"",NA,1981,11
"cochnewagon","3814","1",1981-11-09,"0:00:00","cw","3",8,"c",28,NA,"",NA,1981,11
"cochnewagon","3814","1",1981-11-24,"0:00:00","cw","3",8,"c",23.6,NA,"",NA,1981,11
"cochnewagon","3814","1",1981-11-24,"0:00:00","cw","3",8,"c",24.1,NA,"",NA,1981,11
"cochnewagon","3814","1",1982-03-10,"0:00:00","cw","3",7,"c",0.9,NA,"",NA,1982,3
"cochnewagon","3814","1",1982-04-29,"0:00:00","cw","3",8,"c",2.7,NA,"",NA,1982,4
"cochnewagon","3814","1",1982-04-29,"0:00:00","cw","3",8,"c",4.2,NA,"",NA,1982,4
"cochnewagon","3814","1",1982-05-27,"0:00:00","cw","3",8,"c",8.9,NA,"",NA,1982,5
"cochnewagon","3814","1",1982-05-27,"0:00:00","cw","3",8,"c",9,NA,"",NA,1982,5
"cochnewagon","3814","1",1982-06-18,"0:00:00","cw","3",8,"c",7.2,NA,"",NA,1982,6
"cochnewagon","3814","1",1982-07-02,"0:00:00","cw","3",6,"c",3.1,NA,"",NA,1982,7
"cochnewagon","3814","1",1982-07-16,"0:00:00","cw","3",5,"c",1.6,NA,"",NA,1982,7
"cochnewagon","3814","1",1982-07-29,"0:00:00","cw","3",6,"c",3.7,NA,"",NA,1982,7
"cochnewagon","3814","1",1982-08-11,"0:00:00","cw","3",6,"c",2.2,NA,"",NA,1982,8
"cochnewagon","3814","1",1982-08-24,"0:00:00","cw","3",6,"c",4,NA,"",NA,1982,8
"cochnewagon","3814","1",1982-09-03,"0:00:00","cw","3",8,"c",3.5,NA,"",NA,1982,9
"cochnewagon","3814","1",1982-09-14,"0:00:00","cw","3",8,"c",4.2,NA,"",NA,1982,9
"cochnewagon","3814","1",1982-09-29,"0:00:00","cw","3",8,"c",6.1,NA,"",NA,1982,9
"cochnewagon","3814","1",1982-10-07,"0:00:00","cw","3",8,"c",3.4,NA,"",NA,1982,10
"cochnewagon","3814","1",1982-11-08,"0:00:00","cw","3",8,"c",3.5,NA,"",NA,1982,11
"cochnewagon","3814","1",1983-06-08,"0:00:00","cw","3",7,"c",3.1,NA,"",NA,1983,6
"cochnewagon","3814","1",1983-07-08,"0:00:00","cw","3",6,"c",3.6,NA,"",NA,1983,7
"cochnewagon","3814","1",1983-08-08,"0:00:00","cw","3",6,"c",1.8,NA,"",NA,1983,8
"cochnewagon","3814","1",1983-09-02,"0:00:00","cw","3",6,"c",5.1,NA,"",NA,1983,9
"cochnewagon","3814","1",1983-09-21,"0:00:00","cw","3",8,"c",6.1,NA,"",NA,1983,9
"cochnewagon","3814","1",1983-10-11,"0:00:00","cw","3",8,"c",3.7,NA,"",NA,1983,10
"cochnewagon","3814","1",1983-10-11,"0:00:00","cw","3",8,"c",4.4,NA,"",NA,1983,10
"cochnewagon","3814","1",1983-11-03,"0:00:00","cw","3",8,"c",2.9,NA,"",NA,1983,11
"cochnewagon","3814","1",1984-05-03,"0:00:00","cw","3",8,"c",7.8,NA,"",NA,1984,5
"cochnewagon","3814","1",1984-05-03,"0:00:00","cw","3",8,"c",8.1,NA,"",NA,1984,5
"cochnewagon","3814","1",1984-05-03,"0:00:00","cw","3",8,"c",9,NA,"",NA,1984,5
"cochnewagon","3814","1",1984-08-08,"0:00:00","cw","3",6,"c",5,NA,"",NA,1984,8
"cochnewagon","3814","1",1984-08-16,"0:00:00","cw","3",5,"c",12.5,NA,"",NA,1984,8
"cochnewagon","3814","1",1984-09-05,"0:00:00","cw","3",6,"c",58,NA,"",NA,1984,9
"cochnewagon","3814","1",1984-09-05,"0:00:00","cw","3",6,"c",58.6,NA,"",NA,1984,9
"cochnewagon","3814","1",1984-09-19,"0:00:00","cw","3",8,"c",69.4,NA,"",NA,1984,9
"cochnewagon","3814","1",1984-10-03,"0:00:00","cw","3",8,"c",24,NA,"",NA,1984,10
"cochnewagon","3814","1",1984-11-08,"0:00:00","cw","3",7,"c",9.2,NA,"",NA,1984,11
"cochnewagon","3814","1",1985-04-18,"0:00:00","cw","3",8,"c",10.5,NA,"",NA,1985,4
"cochnewagon","3814","1",1985-05-28,"0:00:00","cw","3",7,"c",2.5,NA,"",NA,1985,5
"cochnewagon","3814","1",1985-06-25,"0:00:00","cw","3",6,"c",5,NA,"",NA,1985,6
"cochnewagon","3814","1",1985-07-18,"0:00:00","cw","3",6,"c",2.8,NA,"",NA,1985,7
"cochnewagon","3814","1",1985-08-15,"0:00:00","cw","3",6,"c",6,NA,"",NA,1985,8
"cochnewagon","3814","1",1985-08-29,"0:00:00","cw","3",6,"c",16,NA,"",NA,1985,8
"cochnewagon","3814","1",1985-09-06,"0:00:00","cw","3",7,"c",15.6,NA,"",NA,1985,9
"cochnewagon","3814","1",1985-09-19,"0:00:00","cw","3",7,"c",13.5,NA,"",NA,1985,9
"cochnewagon","3814","1",1985-11-07,"0:00:00","cw","3",8,"c",6.1,NA,"",NA,1985,11
"cochnewagon","3814","1",1985-11-07,"0:00:00","cw","3",8,"c",6.2,NA,"",NA,1985,11
"cochnewagon","3814","1",1986-02-27,"0:00:00","cw","3",8,"c",5.9,NA,"",NA,1986,2
"cochnewagon","3814","1",1986-04-29,"0:00:00","ei","2",8,"c",4.1,NA,"",NA,1986,4
"cochnewagon","3814","1",1986-05-27,"0:00:00","cw","3",8,"c",3.2,NA,"",NA,1986,5
"cochnewagon","3814","1",1986-05-27,"0:00:00","cw","3",8,"c",3.4,NA,"",NA,1986,5
"cochnewagon","3814","1",1986-06-19,"0:00:00","ei","2",7,"c",2.9,NA,"",NA,1986,6
"cochnewagon","3814","1",1986-06-27,"0:00:00","cw","3",7,"c",2.7,NA,"",NA,1986,6
"cochnewagon","3814","1",1986-07-08,"0:00:00","cw","3",7,"c",1.1,NA,"",NA,1986,7
"cochnewagon","3814","1",1986-08-01,"0:00:00","ei","2",7,"c",2.5,NA,"",NA,1986,8
"cochnewagon","3814","1",1986-08-13,"0:00:00","cw","3",7,"c",2.6,NA,"",NA,1986,8
"cochnewagon","3814","1",1986-08-29,"0:00:00","cw","3",8,"c",4,NA,"",NA,1986,8
"cochnewagon","3814","1",1986-09-10,"0:00:00","cw","3",8,"c",2.1,NA,"",NA,1986,9
"cochnewagon","3814","1",1986-09-24,"0:00:00","cw","3",8,"c",2.4,NA,"",NA,1986,9
"cochnewagon","3814","1",1986-10-15,"0:00:00","cw","3",8,"c",2.4,NA,"",NA,1986,10
"cochnewagon","3814","1",1987-03-04,"0:00:00","cw","3",8,"c",0.7,NA,"",NA,1987,3
"cochnewagon","3814","1",1987-04-28,"0:00:00","cw","3",8,"c",2.5,NA,"",NA,1987,4
"cochnewagon","3814","1",1987-05-20,"0:00:00","cw","3",8,"c",6.4,NA,"",NA,1987,5
"cochnewagon","3814","1",1987-06-17,"0:00:00","cw","3",8,"c",1.9,NA,"",NA,1987,6
"cochnewagon","3814","1",1987-07-15,"0:00:00","cw","3",7,"c",2.4,NA,"",NA,1987,7
"cochnewagon","3814","1",1987-08-11,"0:00:00","cw","3",7,"c",53.69,NA,"",NA,1987,8
"cochnewagon","3814","1",1987-09-15,"0:00:00","cw","3",8,"c",2.4,NA,"",NA,1987,9
"cochnewagon","3814","1",1987-10-14,"0:00:00","cw","3",8,"c",2.4,NA,"",NA,1987,10
"cochnewagon","3814","1",1988-05-05,"0:00:00","cw","3",8,"c",2.5,NA,"",NA,1988,5
"cochnewagon","3814","1",1988-06-15,"0:00:00","cw","3",8,"c",0.9,NA,"",NA,1988,6
"cochnewagon","3814","1",1988-07-05,"0:00:00","cw","3",7,"c",1.5,NA,"",NA,1988,7
"cochnewagon","3814","1",1988-09-27,"0:00:00","cw","3",8,"c",4.6,NA,"",NA,1988,9
"cochnewagon","3814","1",1990-05-09,"0:00:00","ei","3",8,"c",1.9,NA,"",NA,1990,5
"cochnewagon","3814","1",1990-06-05,"0:00:00","ei","3",8,"c",1.2,NA,"",NA,1990,6
"cochnewagon","3814","1",1990-07-10,"0:00:00","ei","3",8,"c",2.6,NA,"",NA,1990,7
"cochnewagon","3814","1",1990-07-30,"0:00:00","ei","3",7,"c",2.5,NA,"",NA,1990,7
"cochnewagon","3814","1",1990-08-15,"0:00:00","ei","3",6,"c",1.9,NA,"",NA,1990,8
"cochnewagon","3814","1",1990-08-28,"0:00:00","ei","3",7,"c",2.3,NA,"",NA,1990,8
"cochnewagon","3814","1",1990-09-10,"0:00:00","ei","3",8,"c",2.1,NA,"",NA,1990,9
"cochnewagon","3814","1",1990-09-27,"0:00:00","ei","3",8,"c",6,NA,"",NA,1990,9
"cochnewagon","3814","1",1990-10-09,"0:00:00","ei","3",8,"c",4.8,NA,"",NA,1990,10
"cochnewagon","3814","1",1990-10-23,"0:00:00","ei","3",8,"c",4.2,NA,"",NA,1990,10
"cochnewagon","3814","1",1991-03-12,"0:00:00","cw","3",8,"c",1.6,NA,"",NA,1991,3
"cochnewagon","3814","1",1991-05-20,"0:00:00","cw","3",8,"c",2.4,NA,"",NA,1991,5
"cochnewagon","3814","1",1991-06-03,"0:00:00","cw","3",8,"c",3.9,NA,"",NA,1991,6
"cochnewagon","3814","1",1991-06-12,"0:00:00","cw","3",7,"c",3,NA,"",NA,1991,6
"cochnewagon","3814","1",1991-06-26,"0:00:00","cw","3",7,"c",1.4,NA,"",NA,1991,6
"cochnewagon","3814","1",1991-07-10,"0:00:00","cw","3",7,"c",2.2,NA,"",NA,1991,7
"cochnewagon","3814","1",1991-07-22,"0:00:00","cw","3",7,"c",1.7,NA,"",NA,1991,7
"cochnewagon","3814","1",1991-08-06,"0:00:00","cw","3",7,"c",3.3,NA,"",NA,1991,8
"cochnewagon","3814","1",1991-08-20,"0:00:00","cw","3",8,"c",4.5,NA,"",NA,1991,8
"cochnewagon","3814","1",1991-09-03,"0:00:00","cw","3",8,"c",4.3,NA,"",NA,1991,9
"cochnewagon","3814","1",1991-09-16,"0:00:00","cw","3",8,"c",5.4,NA,"",NA,1991,9
"cochnewagon","3814","1",1991-10-07,"0:00:00","cw","3",8,"c",3.4,NA,"",NA,1991,10
"cochnewagon","3814","1",1991-11-05,"0:00:00","cw","3",8,"c",2.9,"d","",NA,1991,11
"cochnewagon","3814","1",1991-11-05,"0:00:00","cw","3",8,"c",3,"d","",NA,1991,11
"cochnewagon","3814","1",1992-05-05,"0:00:00","cw","3",8,"c",1.8,NA,"",NA,1992,5
"cochnewagon","3814","1",1992-05-19,"0:00:00","cw","3",7,"c",2.5,NA,"",NA,1992,5
"cochnewagon","3814","1",1992-06-02,"0:00:00","cw","3",6,"c",4.9,NA,"",NA,1992,6
"cochnewagon","3814","1",1992-06-23,"0:00:00","cw","3",6,"c",2.5,NA,"",NA,1992,6
"cochnewagon","3814","1",1992-07-07,"0:00:00","cw","3",7,"c",3.9,NA,"",NA,1992,7
"cochnewagon","3814","1",1992-07-21,"0:00:00","cw","3",7,"c",3.7,NA,"",NA,1992,7
"cochnewagon","3814","1",1992-08-03,"0:00:00","cw","3",7,"c",2.3,NA,"",NA,1992,8
"cochnewagon","3814","1",1992-08-18,"0:00:00","cw","3",7,"c",3.5,NA,"",NA,1992,8
"cochnewagon","3814","1",1992-08-31,"0:00:00","cw","3",7,"c",2.4,NA,"",NA,1992,8
"cochnewagon","3814","1",1992-09-17,"0:00:00","cw","3",8,"c",2.9,NA,"",NA,1992,9
"cochnewagon","3814","1",1992-10-08,"0:00:00","cw","3",8,"c",2.3,NA,"",NA,1992,10
"cochnewagon","3814","1",1992-10-23,"0:00:00","cw","3",8,"c",2.2,NA,"",NA,1992,10
"cochnewagon","3814","1",1993-05-12,"0:00:00","cw","3",7,"c",3.2,NA,"",NA,1993,5
"cochnewagon","3814","1",1993-06-17,"0:00:00","cw","3",5,"c",1.7,NA,"",NA,1993,6
"cochnewagon","3814","1",1993-07-19,"0:00:00","cw","3",6,"c",2,NA,"",NA,1993,7
"cochnewagon","3814","1",1993-08-16,"0:00:00","cw","3",8,"c",2.6,NA,"",NA,1993,8
"cochnewagon","3814","1",1993-09-13,"0:00:00","cw","3",8,"c",3.6,NA,"",NA,1993,9
"cochnewagon","3814","1",1993-10-14,"0:00:00","cw","3",8,"c",3.1,NA,"",NA,1993,10
"cochnewagon","3814","1",1994-05-10,"0:00:00","cw","3",8,"c",3.9,NA,"",NA,1994,5
"cochnewagon","3814","1",1994-06-14,"0:00:00","cw","3",6,"c",3,NA,"",NA,1994,6
"cochnewagon","3814","1",1994-07-12,"0:00:00","cw","3",6,"c",7.7,NA,"",NA,1994,7
"cochnewagon","3814","1",1994-08-02,"0:00:00","cw","3",6,"c",3,NA,"",NA,1994,8
"cochnewagon","3814","1",1994-09-07,"0:00:00","cw","3",8,"c",3.8,NA,"",NA,1994,9
"cochnewagon","3814","1",1994-10-05,"0:00:00","cw","3",8,"c",7.3,NA,"",NA,1994,10
"cochnewagon","3814","1",1996-05-14,"0:00:00","cw","3",10,"c",3.1,NA,"",NA,1996,5
"cochnewagon","3814","1",1996-06-10,"0:00:00","cw","3",5,"c",6.1,NA,"",NA,1996,6
"cochnewagon","3814","1",1996-08-08,"0:00:00","cw","3",7,"c",3.3,NA,"",NA,1996,8
"cochnewagon","3814","1",1996-09-06,"0:00:00","cw","3",7,"c",2.4,NA,"",NA,1996,9
"cochnewagon","3814","1",1996-10-11,"0:00:00","cw","3",7,"c",5.1,NA,"",NA,1996,10
"cochnewagon","3814","1",1997-05-21,"0:00:00","cw","3",7,"c",3.83,NA,"d",NA,1997,5
"cochnewagon","3814","1",1997-06-11,"0:00:00","cw","3",4,"c",1.91,NA,"d",NA,1997,6
"cochnewagon","3814","1",1997-07-07,"0:00:00","cw","3",6,"c",2.26,NA,"d",NA,1997,7
"cochnewagon","3814","1",1997-08-08,"0:00:00","cw","3",7,"c",4.79,NA,"d",NA,1997,8
"cochnewagon","3814","1",1997-09-04,"0:00:00","cw","3",8,"c",5.4,NA,"d",NA,1997,9
"cochnewagon","3814","1",1997-10-03,"0:00:00","cw","3",8,"c",2.97,NA,"d",NA,1997,10
"cochnewagon","3814","1",1998-05-05,"0:00:00","cw","3",8,"c",5.38,"1","d",NA,1998,5
"cochnewagon","3814","1",1998-06-08,"0:00:00","cw","3",8,"c",3.9,"1","d",NA,1998,6
"cochnewagon","3814","1",1998-07-07,"0:00:00","cw","3",6,"c",4.71,"1","d",NA,1998,7
"cochnewagon","3814","1",1998-08-04,"0:00:00","cw","3",6,"c",4.76,"1","d",NA,1998,8
"cochnewagon","3814","1",1998-09-09,"0:00:00","cw","3",7,"c",7.38,"1","d",NA,1998,9
"cochnewagon","3814","1",1998-10-06,"0:00:00","cw","3",8,"c",12.45,"1","d",NA,1998,10
"cochnewagon","3814","1",1998-10-16,"0:00:00","cw","3",8,"c",12.78,"1","d",NA,1998,10
"cochnewagon","3814","1",1999-05-17,"0:00:00","cw","3",8,"c",4.33,"1","d",NA,1999,5
"cochnewagon","3814","1",1999-06-01,"0:00:00","cw","3",5,"c",3.64,"1","d",NA,1999,6
"cochnewagon","3814","1",1999-07-07,"0:00:00","cw","3",6,"c",3.38,"1","d",NA,1999,7
"cochnewagon","3814","1",1999-08-03,"0:00:00","cw","3",7,"c",6.83,"1","d",NA,1999,8
"cochnewagon","3814","1",1999-09-02,"0:00:00","cw","3",8,"c",4.1,"1","d",NA,1999,9
"cochnewagon","3814","1",1999-09-21,"0:00:00","cw","3",8,"c",14.5,"1","d",NA,1999,9
"cochnewagon","3814","1",1999-09-27,"0:00:00","cw","3",7,"c",11.5,"1","d",NA,1999,9
"cochnewagon","3814","1",1999-10-07,"0:00:00","cw","3",8,"c",4.75,"1","d",NA,1999,10
"cochnewagon","3814","1",2000-05-02,"0:00:00","cw","3",9,"c",4.2,"1","d",NA,2000,5
"cochnewagon","3814","1",2000-06-06,"0:00:00","cw","3",7,"c",4.2,"1","d",NA,2000,6
"cochnewagon","3814","1",2000-07-07,"0:00:00","cw","3",7,"c",6,"1","d",NA,2000,7
"cochnewagon","3814","1",2000-08-01,"0:00:00","cw","3",7,"c",4.2,"1","d",NA,2000,8
"cochnewagon","3814","1",2000-08-14,"0:00:00","cw","3",6,"c",4.7,"1","d",NA,2000,8
"cochnewagon","3814","1",2000-08-28,"0:00:00","cw","3",7,"c",5.7,"1","d",NA,2000,8
"cochnewagon","3814","1",2000-09-11,"0:00:00","cw","3",8,"c",10.4,"1","d",NA,2000,9
"cochnewagon","3814","1",2000-10-03,"0:00:00","cw","3",8,"c",11.4,"1","d",NA,2000,10
"cochnewagon","3814","1",2000-10-19,"0:00:00","cw","3",8,"c",8.3,"1","d",NA,2000,10
"cochnewagon","3814","1",2001-05-22,"0:00:00","cw","3",8,"c",4.3,"1","d",NA,2001,5
"cochnewagon","3814","1",2001-06-21,"0:00:00","cw","3",6,"c",2.8,"1","d",NA,2001,6
"cochnewagon","3814","1",2001-07-19,"0:00:00","cw","3",7,"c",3.8,"1","d",NA,2001,7
"cochnewagon","3814","1",2001-08-22,"0:00:00","cw","3",7,"c",5.6,"1","d",NA,2001,8
"cochnewagon","3814","1",2001-09-12,"0:00:00","cw","3",7,"c",12.6,"1","d",NA,2001,9
"cochnewagon","3814","1",2001-10-10,"0:00:00","cw","3",8,"c",2.5,"1","d",NA,2001,10
"cochnewagon","3814","1",2002-05-10,"0:00:00","cw","3",8,"c",3.5,"1","d",NA,2002,5
"cochnewagon","3814","1",2002-06-17,"0:00:00","cw","3",8,"c",3.5,"1","d",NA,2002,6
"cochnewagon","3814","1",2002-07-31,"0:00:00","cw","3",7,"c",5.8,"1","d",NA,2002,7
"cochnewagon","3814","1",2002-08-27,"0:00:00","cw","3",6,"c",5.5,"1","d",NA,2002,8
"cochnewagon","3814","1",2002-09-27,"0:00:00","cw","3",8,"c",2.3,"1","d",NA,2002,9
"cochnewagon","3814","1",2002-10-25,"0:00:00","cw","3",8,"c",4.8,"1","d",NA,2002,10
"cochnewagon","3814","1",2003-05-09,"0:00:00","cw","3",7,"c",4.3,"1","d",NA,2003,5
"cochnewagon","3814","1",2003-06-04,"0:00:00","cw","3",8,"c",3.2,"1","d",NA,2003,6
"cochnewagon","3814","1",2003-07-02,"0:00:00","cw","3",7,"c",2.4,"1","d",NA,2003,7
"cochnewagon","3814","1",2003-08-04,"0:00:00","cw","3",7,"c",3.3,"1","d",NA,2003,8
"cochnewagon","3814","1",2003-09-09,"0:00:00","cw","3",7,"c",10.8,"1","d",NA,2003,9
"cochnewagon","3814","1",2003-10-10,"0:00:00","cw","3",7,"c",8.6,"1","d",NA,2003,10
