"lake","midas","station","date","time","agency","project","surveyor1","surveyor2","surveyor3","surveyor4","windvel","winddir","cloudcvr","secchi","seccbot","scope","rep","qa_cert","gloeo","comments","sampleid","year","month"
"jimmy","5244","1",2014-07-30,"0:00:00","ei","3","clay,diane","","",NA,0,0,"o",2.45,"n","4","1","cl-0818",NA,"","5244_1_2014-07-30_ei",2014,7
"jimmy","5244","1",2014-07-30,"0:00:00","ei","3","clay,diane","","",NA,0,0,"o",2.45,"n","4","2","cl-0818",NA,"","5244_1_2014-07-30_ei",2014,7
"jimmy","5244","1",2014-08-18,"0:00:00","cw","3","burton,ryan","bond,meryl","",NA,10,8,"b",2.34,"n","4","1","bo-2655",NA,"","5244_1_2014-08-18_cw",2014,8
"jimmy","5244","1",2014-08-18,"0:00:00","cw","3","burton,ryan","bond,meryl","",NA,10,8,"b",2.34,"n","4","1","bu-0773",NA,"","5244_1_2014-08-18_cw",2014,8
"jimmy","5244","1",2014-08-26,"0:00:00","ei","3","clay,diane","","",NA,7,6,"b",3.95,"n","4","1","cl-0818",NA,"","5244_1_2014-08-26_ei",2014,8
"jimmy","5244","1",2014-08-29,"0:00:00","cw","3","burton,ryan","bond,meryl","",NA,8,8,"b",4.84,"n","4","1","bo-2655",NA,"","5244_1_2014-08-29_cw",2014,8
"jimmy","5244","1",2014-08-29,"0:00:00","cw","3","burton,ryan","bond,meryl","",NA,8,8,"b",4.88,"n","4","1","bu-0773",NA,"","5244_1_2014-08-29_cw",2014,8
"jimmy","5244","1",2014-09-04,"0:00:00","ei","3","clay,diane","","",NA,7,6,"b",4.05,"n","4","1","cl-0818",NA,"","5244_1_2014-09-04_ei",2014,9
"jimmy","5244","1",2014-09-19,"0:00:00","cw","3","burton,ryan","dennis,wendy","",NA,4,1,"b",4.38,"n","4","1","bu-0773",NA,"","5244_1_2014-09-19_cw",2014,9
"jimmy","5244","1",2014-09-25,"0:00:00","ei","3","clay,diane","","",NA,7,4,"c",2.95,"n","4","2","cl-0818",NA,"","5244_1_2014-09-25_ei",2014,9
"jimmy","5244","1",2014-09-25,"0:00:00","ei","3","clay,diane","","",NA,7,4,"c",3.5,"n","4","1","cl-0818",NA,"","5244_1_2014-09-25_ei",2014,9
"jimmy","5244","1",2014-10-10,"0:00:00","cw","3","burton,ryan","dennis,mark","",NA,6,5,"b",3.86,"n","4","1","de-2261",NA,"","5244_1_2014-10-10_cw",2014,10
"jimmy","5244","1",2015-06-05,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,12,5,"c",5.46,"n","4","1","bu-0773","9.9","","5244_1_2015-06-05_cw",2015,6
"jimmy","5244","1",2015-06-19,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,12,8,NA,5.58,"n","4","1","bo-2655","9.9","","5244_1_2015-06-19_cw",2015,6
"jimmy","5244","1",2015-06-26,"0:00:00","ei","3","clay;diane","","",NA,4,6,"b",3.68,"n","4","2","cl-0818","9.9","","5244_1_2015-06-26_ei",2015,6
"jimmy","5244","1",2015-06-26,"0:00:00","ei","3","clay;diane","","",NA,4,6,"b",3.88,"n","4","1","cl-0818","9.9","","5244_1_2015-06-26_ei",2015,6
"jimmy","5244","1",2015-07-05,"0:00:00","ei","3","clay;diane","","",NA,0,NA,"c",3.55,"n","4","1","cl-0818","9.9","","5244_1_2015-07-05_ei",2015,7
"jimmy","5244","1",2015-07-17,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,6,6,"b",5.74,"n","4","1","bu-0773","9.9","","5244_1_2015-07-17_cw",2015,7
"jimmy","5244","1",2015-08-05,"0:00:00","ei","3","clay;diane","","",NA,4,6,"b",4.9,"n","4","1","cl-0818","9.9","","5244_1_2015-08-05_ei",2015,8
"jimmy","5244","1",2015-08-12,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,2,2,"b",5.36,"n","4","1","bu-0773","9.9","","5244_1_2015-08-12_cw",2015,8
"jimmy","5244","1",2015-09-14,"0:00:00","ei","3","clay;diane","","",NA,10,6,"b",4.31,"n","4","1","cl-0818","9.9","","5244_1_2015-09-14_ei",2015,9
"jimmy","5244","1",2015-09-15,"0:00:00","cw","3","burton;ryan","dennis;mark","",NA,4,5,"b",5.26,"n","4","1","de-2261","9.9","","5244_1_2015-09-15_cw",2015,9
"jimmy","5244","1",2015-09-15,"0:00:00","cw","3","burton;ryan","dennis;mark","",NA,4,5,"b",5.31,"n","4","1","bu-0773","9.9","","5244_1_2015-09-15_cw",2015,9
"jimmy","5244","1",2015-10-06,"0:00:00","ei","3","clay;diane","","",NA,4,8,"b",2.35,"n","4","1","cl-0818","9.9","","5244_1_2015-10-06_ei",2015,10
"jimmy","5244","1",2015-10-06,"0:00:00","ei","3","clay;diane","","",NA,4,8,"b",2.45,"n","4","2","cl-0818","9.9","","5244_1_2015-10-06_ei",2015,10
"jimmy","5244","1",2015-10-15,"0:00:00","cw","3","burton;ryan","dennis;mark","",NA,2,5,"b",3.87,"n","4","1","de-2261","9.9","","5244_1_2015-10-15_cw",2015,10
"jimmy","5244","1",2015-10-15,"0:00:00","cw","3","burton;ryan","dennis;mark","",NA,2,5,"b",4,"n","4","1","bu-0773","9.9","","5244_1_2015-10-15_cw",2015,10
"jimmy","5244","1",2016-05-26,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,1,8,"b",6.48,"n","4","1","bu-0773","9.9","","5244_1_2016-05-26_cw",2016,5
"jimmy","5244","1",2016-06-16,"0:00:00","ei","3","clay;diane","","",NA,7,6,"b",3.75,"n","4","1","cl-0818","9.9","","5244_1_2016-06-16_ei",2016,6
"jimmy","5244","1",2016-06-23,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,14,5,"c",4.34,"n","4","1","bu-0773","9.9","","5244_1_2016-06-23_cw",2016,6
"jimmy","5244","1",2016-07-01,"0:00:00","ei","3","clay;diane","","",NA,7,6,"b",3.88,"n","4","1","cl-0818","9.9","","5244_1_2016-07-01_ei",2016,7
"jimmy","5244","1",2016-07-01,"0:00:00","ei","3","clay;diane","","",NA,7,6,"b",4.3,"n","4","2","cl-0818","9.9","","5244_1_2016-07-01_ei",2016,7
"jimmy","5244","1",2016-07-12,"0:00:00","ei","3","clay;diane","","",NA,7,6,"c",4.18,"n","4","1","cl-0818","9.9","","5244_1_2016-07-12_ei",2016,7
"jimmy","5244","1",2016-07-15,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,6,5,"c",4.78,"n","4","1","bo-2655","9.9","","5244_1_2016-07-15_cw",2016,7
"jimmy","5244","1",2016-07-28,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,4,6,"b",4.82,"n","4","1","bu-0773","9.9","","5244_1_2016-07-28_cw",2016,7
"jimmy","5244","1",2016-08-02,"0:00:00","ei","3","clay;diane","","",NA,0,0,"c",4.4,"n","4","2","cl-0818","9.9","","5244_1_2016-08-02_ei",2016,8
"jimmy","5244","1",2016-08-02,"0:00:00","ei","3","clay;diane","","",NA,0,0,"c",4.45,"n","4","1","cl-0818","9.9","","5244_1_2016-08-02_ei",2016,8
"jimmy","5244","1",2016-08-12,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,5,5,"b",5.45,"n","4","1","bo-2655","9.9","","5244_1_2016-08-12_cw",2016,8
"jimmy","5244","1",2016-08-26,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,4,5,"b",5.43,"n","4","1","bo-2655","9.9","","5244_1_2016-08-26_cw",2016,8
"jimmy","5244","1",2016-09-01,"0:00:00","ei","3","clay;diane","","",NA,0,0,"c",4.8,"n","4","1","cl-0818","9.9","","5244_1_2016-09-01_ei",2016,9
"jimmy","5244","1",2016-09-01,"0:00:00","ei","3","clay;diane","","",NA,0,0,"c",4.9,"n","4","2","cl-0818","9.9","","5244_1_2016-09-01_ei",2016,9
"jimmy","5244","1",2016-09-26,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,1,6,"b",4.84,"n","4","1","bu-0773","9.9","","5244_1_2016-09-26_cw",2016,9
"jimmy","5244","1",2016-09-26,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,1,6,"b",5.03,"n","4","1","de-0023","9.9","","5244_1_2016-09-26_cw",2016,9
"jimmy","5244","1",2016-10-11,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,0,0,"b",3.91,"n","4","1","de-0023","9.9","","5244_1_2016-10-11_cw",2016,10
"jimmy","5244","1",2016-10-11,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,0,0,"b",3.96,"n","4","1","bu-0773","9.9","","5244_1_2016-10-11_cw",2016,10
"jimmy","5244","1",2016-10-11,"0:00:00","ei","3","clay;diane","","",NA,0,0,"b",3.9,"n","4","1","cl-0818","9.9","","5244_1_2016-10-11_ei",2016,10
"jimmy","5244","1",2017-06-08,"0:00:00","ei","3","clay;diane","","",NA,2,6,"b",4.7,"n","4","2","cl-0818","9.9","","5244_1_2017-06-08_ei",2017,6
"jimmy","5244","1",2017-06-08,"0:00:00","ei","3","clay;diane","","",NA,2,6,"b",5.08,"n","4","1","cl-0818","9.9","","5244_1_2017-06-08_ei",2017,6
"jimmy","5244","1",2017-06-25,"0:00:00","ei","3","clay;diane","","",NA,2,6,"b",3.8,"n","4","1","cl-0818","9.9","","5244_1_2017-06-25_ei",2017,6
"jimmy","5244","1",2017-07-05,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,1,6,"b",3.93,"n","4","1","hu-1910","9.9","","5244_1_2017-07-05_cw",2017,7
"jimmy","5244","1",2017-07-05,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,1,6,"b",4.06,"n","4","1","bu-0773","9.9","","5244_1_2017-07-05_cw",2017,7
"jimmy","5244","1",2017-07-17,"0:00:00","ei","3","clay;diane","","",NA,9,6,"b",3.95,"n","4","2","cl-0818","9.9","","5244_1_2017-07-17_ei",2017,7
"jimmy","5244","1",2017-07-17,"0:00:00","ei","3","clay;diane","","",NA,9,6,"b",4.45,"n","4","1","cl-0818","9.9","","5244_1_2017-07-17_ei",2017,7
"jimmy","5244","1",2017-07-26,"0:00:00","ei","3","clay;diane","","",NA,0,0,"b",4.4,"n","4","1","cl-0818","9.9","","5244_1_2017-07-26_ei",2017,7
"jimmy","5244","1",2017-07-28,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,3,8,"b",5.22,"n","4","1","bu-0773","9.9","","5244_1_2017-07-28_cw",2017,7
"jimmy","5244","1",2017-07-28,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,3,8,"b",5.22,"n","4","1","de-0023","9.9","","5244_1_2017-07-28_cw",2017,7
"jimmy","5244","1",2017-08-10,"0:00:00","ei","3","clay;diane","","",NA,4,6,"c",3.9,"n","4","2","cl-0818","9.9","","5244_1_2017-08-10_ei",2017,8
"jimmy","5244","1",2017-08-10,"0:00:00","ei","3","clay;diane","","",NA,4,6,"c",4.2,"n","4","1","cl-0818","9.9","","5244_1_2017-08-10_ei",2017,8
"jimmy","5244","1",2017-08-24,"0:00:00","ei","3","clay;diane","","",NA,4,6,"b",4.5,"n","4","1","cl-0818","9.9","","5244_1_2017-08-24_ei",2017,8
"jimmy","5244","1",2017-08-25,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,5,7,NA,5.39,"n","4","1","hu-1910","9.9","","5244_1_2017-08-25_cw",2017,8
"jimmy","5244","1",2017-08-25,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,5,7,NA,5.42,"n","4","1","bu-0773","9.9","","5244_1_2017-08-25_cw",2017,8
"jimmy","5244","1",2017-09-12,"0:00:00","ei","3","clay;diane","","",NA,0,0,"b",5.2,"n","4","1","cl-0818","9.9","","5244_1_2017-09-12_ei",2017,9
"jimmy","5244","1",2017-09-22,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,3,1,"b",5.73,"n","4","1","de-0023","9.9","","5244_1_2017-09-22_cw",2017,9
"jimmy","5244","1",2017-09-22,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,3,1,"b",5.77,"n","4","1","bu-0771","9.9","","5244_1_2017-09-22_cw",2017,9
"jimmy","5244","1",2017-10-13,"0:00:00","cw","3","burton;ryan","dennis;matthew","",NA,2,5,"b",5.78,"n","4","1","de-2874","9.9","","5244_1_2017-10-13_cw",2017,10
"jimmy","5244","1",2017-10-13,"0:00:00","cw","3","burton;ryan","dennis;matthew","",NA,2,5,"b",5.84,"n","4","1","bu-0773","9.9","","5244_1_2017-10-13_cw",2017,10
"jimmy","5244","1",2018-06-07,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,5,5,"o",4.36,"n","4","1","dw-2972","9","","5244_1_2018-06-07_cw",2018,6
"jimmy","5244","1",2018-06-07,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,5,5,"o",4.58,"n","4","1","bu-0773","9","","5244_1_2018-06-07_cw",2018,6
"jimmy","5244","1",2018-06-12,"0:00:00","ei","3","clay;diane","","",NA,3,4,"b",4.5,"n","4","1","cl-0818","9","","5244_1_2018-06-12_ei",2018,6
"jimmy","5244","1",2018-07-02,"0:00:00","ei","2","deeds;jeremy","mcallister;gunner","",NA,1,3,"b",5.01,"n","4","1","de-2600","9","","5244_1_2018-07-02_ei",2018,7
"jimmy","5244","1",2018-07-02,"0:00:00","ei","3","clay;diane","","",NA,7,4,"c",4.68,"n","4","1","cl-0818","9","","5244_1_2018-07-02_ei",2018,7
"jimmy","5244","1",2018-07-02,"0:00:00","ei","3","clay;diane","","",NA,7,4,"c",4.75,"n","4","2","cl-0818","9","","5244_1_2018-07-02_ei",2018,7
"jimmy","5244","1",2018-07-03,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,2,6,"b",5.12,"n","4","1","bu-0773","9","","5244_1_2018-07-03_cw",2018,7
"jimmy","5244","1",2018-07-31,"0:00:00","ei","3","clay;diane","","",NA,0,0,"b",4.25,"n","4","1","cl-0818","9","","5244_1_2018-07-31_ei",2018,7
"jimmy","5244","1",2018-08-24,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,1,5,"b",5.13,"n","4","1","dw-2972","9","","5244_1_2018-08-24_cw",2018,8
"jimmy","5244","1",2018-08-24,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,1,5,"b",5.22,"n","4","1","bu-0773","9","","5244_1_2018-08-24_cw",2018,8
"jimmy","5244","1",2018-08-24,"0:00:00","ei","3","clay;diane","","",NA,0,0,"b",4.73,"n","4","2","cl-0818","9","","5244_1_2018-08-24_ei",2018,8
"jimmy","5244","1",2018-08-24,"0:00:00","ei","3","clay;diane","","",NA,0,0,"b",4.78,"n","4","1","cl-0818","9","","5244_1_2018-08-24_ei",2018,8
"jimmy","5244","1",2018-08-30,"0:00:00","ei","2","deeds;jeremy","woodard;jon","",NA,2,3,"c",4.96,"n","4","1","de-2600","9","","5244_1_2018-08-30_ei",2018,8
"jimmy","5244","1",2018-11-09,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,0,0,"o",2.95,"n","4","1","bu-0773","9","","5244_1_2018-11-09_cw",2018,11
"jimmy","5244","1",2018-11-09,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,0,0,"o",2.99,"n","4","1","de-2874","9","","5244_1_2018-11-09_cw",2018,11
"kezar","5316","1",1993-05-27,"0:00:00","ei","3","hufnagel","","",NA,7,6,"o",5,"n","2","1",NA,NA,"","5316_1_1993-05-27_ei",1993,5
"kezar","5316","1",1993-06-14,"0:00:00","ei","3","hufnagel","","",NA,7,5,"b",3.3,"n","2","1",NA,NA,"","5316_1_1993-06-14_ei",1993,6
"kezar","5316","1",1993-06-20,"0:00:00","ei","3","hufnagel","","",NA,7,3,"b",3.5,"n","2","1",NA,NA,"","5316_1_1993-06-20_ei",1993,6
"kezar","5316","1",1993-07-05,"0:00:00","ei","3","hufnagel","","",NA,7,5,"b",3,"n","2","1",NA,NA,"","5316_1_1993-07-05_ei",1993,7
"kezar","5316","1",1993-08-01,"0:00:00","ei","3","hufnagel","","",NA,7,5,"b",5.1,"n","2","1",NA,NA,"","5316_1_1993-08-01_ei",1993,8
"kezar","5316","1",1993-08-19,"0:00:00","cw","3","mcphedran,john","hufnagel","",NA,3,6,"b",4.5,"n","2",NA,NA,NA,"","5316_1_1993-08-19_cw",1993,8
"kezar","5316","1",1993-09-18,"0:00:00","ei","3","hufnagel","","",NA,7,5,"c",4.3,"n","2","1",NA,NA,"","5316_1_1993-09-18_ei",1993,9
"kezar","5316","1",1993-11-14,"0:00:00","ei","3","hufnagel","","",NA,7,5,"b",4.5,"n","2","1",NA,NA,"","5316_1_1993-11-14_ei",1993,11
"kezar","5316","1",1998-05-14,"0:00:00","ei","3","hufnagel","","",NA,2,5,"b",2.23,"n","5","1",NA,NA,"","5316_1_1998-05-14_ei",1998,5
"kezar","5316","1",1998-05-14,"0:00:00","ei","3","hufnagel","","",NA,2,5,"b",2.5,"n","4","1",NA,NA,"","5316_1_1998-05-14_ei",1998,5
"kezar","5316","1",1998-05-14,"0:00:00","ei","3","hufnagel","","",NA,2,5,"b",4.32,"n","4","1",NA,NA,"","5316_1_1998-05-14_ei",1998,5
"kezar","5316","1",1998-05-25,"0:00:00","ei","3","hufnagel","","",NA,5,5,"b",4.45,"n","5","1",NA,NA,"","5316_1_1998-05-25_ei",1998,5
"kezar","5316","1",1998-05-25,"0:00:00","ei","3","hufnagel","","",NA,5,5,"b",4.55,"n","4","1",NA,NA,"","5316_1_1998-05-25_ei",1998,5
"kezar","5316","1",1998-06-11,"0:00:00","ei","3","hufnagel","","",NA,7,5,"b",4.75,"n","5","1",NA,NA,"","5316_1_1998-06-11_ei",1998,6
"kezar","5316","1",1998-06-11,"0:00:00","ei","3","hufnagel","","",NA,7,5,"b",4.8,"n","4","1",NA,NA,"","5316_1_1998-06-11_ei",1998,6
"kezar","5316","1",1998-07-08,"0:00:00","ei","3","hufnagel","","",NA,4,5,"c",3.88,"n","5","1",NA,NA,"","5316_1_1998-07-08_ei",1998,7
"kezar","5316","1",1998-07-08,"0:00:00","ei","3","hufnagel","","",NA,4,5,"c",3.95,"n","4","1",NA,NA,"","5316_1_1998-07-08_ei",1998,7
"kezar","5316","1",1998-07-14,"0:00:00","ei","3","hufnagel","","",NA,5,5,"b",3.9,"n","4","1",NA,NA,"","5316_1_1998-07-14_ei",1998,7
"kezar","5316","1",1998-07-14,"0:00:00","ei","3","hufnagel","","",NA,5,5,"b",3.9,"n","5","1",NA,NA,"","5316_1_1998-07-14_ei",1998,7
"kezar","5316","1",1998-07-22,"0:00:00","ei","3","hufnagel","","",NA,8,5,"b",3.9,"n","5","1",NA,NA,"","5316_1_1998-07-22_ei",1998,7
"kezar","5316","1",1998-07-22,"0:00:00","ei","3","hufnagel","","",NA,8,5,"b",4.05,"n","4","1",NA,NA,"","5316_1_1998-07-22_ei",1998,7
"kezar","5316","1",1998-07-30,"0:00:00","ei","3","hufnagel","","",NA,8,5,"c",3.7,"n","5","1",NA,NA,"","5316_1_1998-07-30_ei",1998,7
"kezar","5316","1",1998-07-30,"0:00:00","ei","3","hufnagel","","",NA,8,5,"c",3.8,"n","4","1",NA,NA,"","5316_1_1998-07-30_ei",1998,7
"kezar","5316","1",1998-08-03,"0:00:00","ei","3","hufnagel","","",NA,2,5,"b",3.45,"n","5","1",NA,NA,"","5316_1_1998-08-03_ei",1998,8
"kezar","5316","1",1998-08-03,"0:00:00","ei","3","hufnagel","","",NA,2,5,"b",3.55,"n","4","1",NA,NA,"","5316_1_1998-08-03_ei",1998,8
"kezar","5316","1",1998-08-13,"0:00:00","ei","3","hufnagel","","",NA,2,8,"b",3.4,"n","5","1",NA,NA,"","5316_1_1998-08-13_ei",1998,8
"kezar","5316","1",1998-08-13,"0:00:00","ei","3","hufnagel","","",NA,2,8,"b",3.5,"n","4","1",NA,NA,"","5316_1_1998-08-13_ei",1998,8
"kezar","5316","1",1998-08-23,"0:00:00","ei","3","hufnagel","","",NA,5,5,"c",3.4,"n","5","1",NA,NA,"","5316_1_1998-08-23_ei",1998,8
"kezar","5316","1",1998-08-23,"0:00:00","ei","3","hufnagel","","",NA,5,5,"c",3.55,"n","4","1",NA,NA,"","5316_1_1998-08-23_ei",1998,8
"kezar","5316","1",1998-08-26,"0:00:00","cw","3","martin,jeremy","","",NA,4,4,"b",4.32,"n","4","1",NA,NA,"","5316_1_1998-08-26_cw",1998,8
"kezar","5316","1",1998-08-26,"0:00:00","cw","3","martin,jeremy","","",NA,4,4,"b",4.4,"n","5","1",NA,NA,"","5316_1_1998-08-26_cw",1998,8
"kezar","5316","1",1998-09-12,"0:00:00","ei","3","hufnagel","","",NA,2,3,"c",2.9,"n","4","1",NA,NA,"","5316_1_1998-09-12_ei",1998,9
"kezar","5316","1",1998-09-12,"0:00:00","ei","3","hufnagel","","",NA,2,3,"c",2.9,"n","5","1",NA,NA,"","5316_1_1998-09-12_ei",1998,9
"kezar","5316","1",2000-08-09,"0:00:00","cw","3","martin,jeremy","","",NA,4,7,"c",4.4,"n","4","1","ma-0049",NA,"","5316_1_2000-08-09_cw",2000,8
"kezar","5316","1",2003-08-25,"0:00:00","cw","3","fredenburg,jeff","","",NA,0,0,"o",5.29,"n","4","1","fr-0674",NA,"","5316_1_2003-08-25_cw",2003,8
"kezar","5316","1",2006-08-29,"0:00:00","cw","3","ellis,jim","mcleod,andy","",NA,1,1,"c",3.04,"n","4","1","el-2095",NA,"","5316_1_2006-08-29_cw",2006,8
"kezar","5316","1",2009-08-07,"0:00:00","cw","3","burton,ryan","dennis,mark","",NA,0,0,"b",2.18,"n","4","1","de-2261",NA,"","5316_1_2009-08-07_cw",2009,8
"kezar","5316","1",2010-08-11,"0:00:00","cw","3","burton,ryan","dennis,mark","",NA,0,0,"b",4.62,"n","4","1","bu-0773",NA,"","5316_1_2010-08-11_cw",2010,8
"kezar","5316","1",2011-08-22,"0:00:00","cw","3","burton,ryan","dennis,mark","",NA,2,1,"c",4.49,"n","4","1","de-2261",NA,"","5316_1_2011-08-22_cw",2011,8
"kezar","5316","1",2012-08-24,"0:00:00","cw","3","burton,ryan","shute,hannah","",NA,2,1,"b",3.51,"n","4","1","sh-2486",NA,"","5316_1_2012-08-24_cw",2012,8
"kezar","5316","1",2013-08-29,"0:00:00","cw","3","burton,ryan","shute,hannah","",NA,4,8,"o",4.07,"n","4","1","sh-2486",NA,"","5316_1_2013-08-29_cw",2013,8
"kezar","5316","1",2014-08-19,"0:00:00","cw","3","burton,ryan","bond,meryl","",NA,2,6,"b",3.74,"n","4","1","bu-0773",NA,"","5316_1_2014-08-19_cw",2014,8
"kezar","5316","1",2015-08-14,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,6,5,"b",4.78,"n","4","1","bu-0773","9.9","","5316_1_2015-08-14_cw",2015,8
"kezar","5316","1",2015-08-14,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,6,5,"b",4.9,"n","4","1","de-0023","9.9","","5316_1_2015-08-14_cw",2015,8
"kezar","5316","1",2016-08-25,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,5,5,"b",5.24,"n","4","1","bu-0773","9.9","","5316_1_2016-08-25_cw",2016,8
"kezar","5316","1",2017-08-29,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,4,5,"c",4,"n","4","1","de-0023","9.9","","5316_1_2017-08-29_cw",2017,8
"kezar","5316","1",2017-08-29,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,4,5,"c",4.02,"n","4","1","bu-0773","9.9","","5316_1_2017-08-29_cw",2017,8
"kezar","5316","1",2018-08-31,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,2,8,"b",5.56,"n","4","1","bu-0773","9","","5316_1_2018-08-31_cw",2018,8
"kezar","5316","1",2018-08-31,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,2,8,"b",5.62,"n","4","1","dw-2972","9","","5316_1_2018-08-31_cw",2018,8
"loon","5246","1",1998-08-26,"0:00:00","cw","3","martin,jeremy","","",NA,4,7,"c",4.3,"n","4","1",NA,NA,"","5246_1_1998-08-26_cw",1998,8
"loon","5246","1",1998-08-26,"0:00:00","cw","3","martin,jeremy","","",NA,4,7,"c",4.4,"n","5","1",NA,NA,"","5246_1_1998-08-26_cw",1998,8
"loon","5246","1",1999-08-05,"0:00:00","cw","3","martin,jeremy","","",NA,5,7,"o",4.45,"n","4","1",NA,NA,"","5246_1_1999-08-05_cw",1999,8
"loon","5246","1",1999-08-05,"0:00:00","cw","3","martin,jeremy","","",NA,5,7,"o",4.58,"n","5","1",NA,NA,"","5246_1_1999-08-05_cw",1999,8
"loon","5246","1",2000-08-08,"0:00:00","cw","3","martin,jeremy","","",NA,3,7,"c",4.4,"n","4","1","ma-0049",NA,"","5246_1_2000-08-08_cw",2000,8
"loon","5246","1",2001-08-29,"0:00:00","cw","3","martin,jeremy","","",NA,8,5,"b",4,"n","4","1","ma-0049",NA,"","5246_1_2001-08-29_cw",2001,8
"loon","5246","1",2009-08-21,"0:00:00","cw","3","burton,ryan","dennis,mark","",NA,1,3,"c",3.61,"n","4","1","de-2261",NA,"","5246_1_2009-08-21_cw",2009,8
"loon","5246","1",2010-08-27,"0:00:00","cw","3","burton,ryan","","",NA,10,7,"b",4.28,"n","4","1","bu-0773",NA,"","5246_1_2010-08-27_cw",2010,8
"loon","5246","1",2011-08-22,"0:00:00","cw","3","burton,ryan","dennis,mark","",NA,15,7,"b",4.96,"n","4","1","de-2261",NA,"","5246_1_2011-08-22_cw",2011,8
"loon","5246","1",2012-08-28,"0:00:00","cw","3","burton,ryan","shute,hannah","",NA,8,6,"c",4.76,"n","4","1","sh-2486",NA,"","5246_1_2012-08-28_cw",2012,8
"loon","5246","1",2013-08-19,"0:00:00","cw","3","burton,ryan","shute,hannah","",NA,8,5,"b",4.62,"n","4","1","sh-2486",NA,"","5246_1_2013-08-19_cw",2013,8
"loon","5246","1",2014-08-21,"0:00:00","cw","3","burton,ryan","bond,meryl","",NA,3,3,NA,4.04,"n","4","1","bu-0773",NA,"","5246_1_2014-08-21_cw",2014,8
"loon","5246","1",2015-08-07,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,0,0,"b",5.3,"n","4","1","bo-2655","9.9","","5246_1_2015-08-07_cw",2015,8
"loon","5246","1",2016-08-22,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,15,5,"b",5.43,"n","4","1","bu-0773","9.9","","5246_1_2016-08-22_cw",2016,8
"loon","5246","1",2017-08-18,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,0,0,"o",4.57,"n","4","1","bu-0773","9.9","","5246_1_2017-08-18_cw",2017,8
"loon","5246","1",2018-08-28,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,6,5,"c",4.46,"n","4","1","bu-0773","9","","5246_1_2018-08-28_cw",2018,8
"loon","5246","1",2018-08-28,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,6,5,"c",4.62,"n","4","1","dw-2972","9","","5246_1_2018-08-28_cw",2018,8
"maranacook","5312","1",1975-06-10,"0:00:00","cw","3","cwd","","",NA,NA,NA,NA,4.9,"n","2","1",NA,NA,"","5312_1_1975-06-10_cw",1975,6
"maranacook","5312","1",1975-07-01,"0:00:00","cw","3","cwd","","",NA,NA,NA,NA,5.6,"n","2","1",NA,NA,"","5312_1_1975-07-01_cw",1975,7
"maranacook","5312","1",1975-07-10,"0:00:00","cw","3","cwd","","",NA,NA,NA,NA,6.7,"n","2","1",NA,NA,"","5312_1_1975-07-10_cw",1975,7
"maranacook","5312","1",1975-07-24,"0:00:00","cw","3","cwd","","",NA,NA,NA,NA,6.4,"n","2","1",NA,NA,"","5312_1_1975-07-24_cw",1975,7
