"midas","lake","station","date","agency","depth","tp.ppm","type","r","year","month","sampleid"
"5244","jimmy",1,2016-10-11,"cw",6,0.009,"c",1,2016,10,"5244_1_2016-10-11_cw"
"5244","jimmy",1,2019-05-23,"cw",5,0.009,"c",1,2019,5,"5244_1_2019-05-23_cw"
"5244","jimmy",1,2019-06-24,"cw",4,0.013,"c",1,2019,6,"5244_1_2019-06-24_cw"
"5244","jimmy",1,2019-07-11,"cw",3,0.024,"c",1,2019,7,"5244_1_2019-07-11_cw"
"5244","jimmy",1,2019-08-12,"cw",3,0.013,"c",1,2019,8,"5244_1_2019-08-12_cw"
"5244","jimmy",1,2019-09-12,"cw",3,0.009,"c",1,2019,9,"5244_1_2019-09-12_cw"
"5244","jimmy",1,2019-09-12,"cw",8.6,0.032,"g",1,2019,9,"5244_1_2019-09-12_cw"
"5244","jimmy",1,2019-10-10,"cw",5,0.012,"c",1,2019,10,"5244_1_2019-10-10_cw"
"5246","loon",1,2001-08-29,"cw",2,0.019,"c",1,2001,8,"5246_1_2001-08-29_cw"
"5246","loon",1,2009-08-21,"cw",2,0.011,"c",1,2009,8,"5246_1_2009-08-21_cw"
"5246","loon",1,2009-08-21,"cw",2,0.012,"c",2,2009,8,"5246_1_2009-08-21_cw"
"5246","loon",1,2010-08-27,"cw",3,0.018,"c",1,2010,8,"5246_1_2010-08-27_cw"
"5246","loon",1,2011-08-22,"cw",3,0.008,"c",2,2011,8,"5246_1_2011-08-22_cw"
"5246","loon",1,2011-08-22,"cw",3,0.015,"c",1,2011,8,"5246_1_2011-08-22_cw"
"5246","loon",1,2012-08-28,"cw",2.5,0.01,"c",1,2012,8,"5246_1_2012-08-28_cw"
"5246","loon",1,2013-08-19,"cw",2.5,0.017,"c",1,2013,8,"5246_1_2013-08-19_cw"
"5246","loon",1,2014-08-21,"cw",2,0.013,"c",1,2014,8,"5246_1_2014-08-21_cw"
"5246","loon",1,2015-08-07,"cw",3,0.009,"c",2,2015,8,"5246_1_2015-08-07_cw"
"5246","loon",1,2015-08-07,"cw",3,0.01,"c",1,2015,8,"5246_1_2015-08-07_cw"
"5246","loon",1,2016-08-22,"cw",3,0.011,"c",2,2016,8,"5246_1_2016-08-22_cw"
"5246","loon",1,2016-08-22,"cw",3,0.013,"c",1,2016,8,"5246_1_2016-08-22_cw"
"5246","loon",1,2017-08-18,"cw",2.5,0.007,"c",1,2017,8,"5246_1_2017-08-18_cw"
"5246","loon",1,2017-08-18,"cw",2.5,0.009,"c",2,2017,8,"5246_1_2017-08-18_cw"
"5246","loon",1,2017-08-18,"cw",5.5,0.018,"g",1,2017,8,"5246_1_2017-08-18_cw"
"5246","loon",1,2018-08-28,"cw",3,0.007,"c",2,2018,8,"5246_1_2018-08-28_cw"
"5246","loon",1,2018-08-28,"cw",3,0.008,"c",1,2018,8,"5246_1_2018-08-28_cw"
"5246","loon",1,2018-08-28,"cw",5.5,0.022,"g",1,2018,8,"5246_1_2018-08-28_cw"
"5246","loon",1,2019-08-22,"cw",2,0.009,"c",2,2019,8,"5246_1_2019-08-22_cw"
"5246","loon",1,2019-08-22,"cw",2,0.015,"c",1,2019,8,"5246_1_2019-08-22_cw"
"5246","loon",1,2019-08-22,"cw",5.5,0.023,"g",1,2019,8,"5246_1_2019-08-22_cw"
"5246","loon",1,2020-09-09,"cw",3,0.009,"c",2,2020,9,"5246_1_2020-09-09_cw"
"5246","loon",1,2020-09-09,"cw",3,0.011,"c",1,2020,9,"5246_1_2020-09-09_cw"
"5246","loon",1,2020-09-09,"cw",5.1,0.017,"g",1,2020,9,"5246_1_2020-09-09_cw"
"5250","little purgatory",1,1998-05-28,"cw",4,0.012,"c",1,1998,5,"5250_1_1998-05-28_cw"
"5250","little purgatory",1,2000-08-08,"cw",4,0.014,"c",1,2000,8,"5250_1_2000-08-08_cw"
"5250","little purgatory",1,2003-08-21,"cw",4,0.014,"c",1,2003,8,"5250_1_2003-08-21_cw"
"5250","little purgatory",1,2003-08-21,"cw",4,0.019,"c",2,2003,8,"5250_1_2003-08-21_cw"
"5250","little purgatory",1,2004-08-05,"cw",4,0.01,"c",1,2004,8,"5250_1_2004-08-05_cw"
"5250","little purgatory",1,2004-08-05,"cw",4,0.01,"c",2,2004,8,"5250_1_2004-08-05_cw"
"5250","little purgatory",1,2005-09-06,"cw",4,0.013,"c",1,2005,9,"5250_1_2005-09-06_cw"
"5250","little purgatory",1,2006-08-22,"cw",4,0.015,"c",1,2006,8,"5250_1_2006-08-22_cw"
"5250","little purgatory",1,2006-08-22,"cw",4,0.016,"c",2,2006,8,"5250_1_2006-08-22_cw"
"5250","little purgatory",1,2007-08-28,"cw",4,0.009,"c",2,2007,8,"5250_1_2007-08-28_cw"
"5250","little purgatory",1,2007-08-28,"cw",4,0.01,"c",1,2007,8,"5250_1_2007-08-28_cw"
"5250","little purgatory",1,2010-05-20,"cw",5,0.012,"c",1,2010,5,"5250_1_2010-05-20_cw"
"5250","little purgatory",1,2010-06-07,"cw",4,0.02,"c",1,2010,6,"5250_1_2010-06-07_cw"
"5250","little purgatory",1,2010-07-14,"cw",3,0.011,"c",1,2010,7,"5250_1_2010-07-14_cw"
"5250","little purgatory",1,2010-08-09,"cw",3.5,0.013,"c",1,2010,8,"5250_1_2010-08-09_cw"
"5250","little purgatory",1,2010-09-10,"cw",4,0.016,"c",1,2010,9,"5250_1_2010-09-10_cw"
"5250","little purgatory",1,2010-10-19,"cw",5,0.016,"c",1,2010,10,"5250_1_2010-10-19_cw"
"5250","little purgatory",1,2013-05-31,"cw",4.5,0.025,"c",1,2013,5,"5250_1_2013-05-31_cw"
"5250","little purgatory",1,2013-06-19,"cw",4,0.017,"c",1,2013,6,"5250_1_2013-06-19_cw"
"5250","little purgatory",1,2013-07-10,"cw",3,0.017,"c",1,2013,7,"5250_1_2013-07-10_cw"
"5250","little purgatory",1,2013-08-12,"cw",4,0.012,"c",1,2013,8,"5250_1_2013-08-12_cw"
"5250","little purgatory",1,2013-09-25,"cw",5,0.019,"c",1,2013,9,"5250_1_2013-09-25_cw"
"5250","little purgatory",1,2016-05-31,"cw",3,0.012,"c",1,2016,5,"5250_1_2016-05-31_cw"
"5250","little purgatory",1,2016-06-21,"cw",4,0.017,"c",1,2016,6,"5250_1_2016-06-21_cw"
"5250","little purgatory",1,2016-07-25,"cw",3,0.011,"c",1,2016,7,"5250_1_2016-07-25_cw"
"5250","little purgatory",1,2016-08-22,"cw",4,0.013,"c",1,2016,8,"5250_1_2016-08-22_cw"
"5250","little purgatory",1,2016-09-30,"cw",5,0.027,"c",1,2016,9,"5250_1_2016-09-30_cw"
"5250","little purgatory",1,2019-06-26,"cw",3,0.015,"c",1,2019,6,"5250_1_2019-06-26_cw"
"5250","little purgatory",1,2019-07-29,"cw",3.5,0.013,"c",1,2019,7,"5250_1_2019-07-29_cw"
"5250","little purgatory",1,2019-08-26,"cw",4,0.011,"c",2,2019,8,"5250_1_2019-08-26_cw"
"5250","little purgatory",1,2019-08-26,"cw",4,0.012,"c",1,2019,8,"5250_1_2019-08-26_cw"
"5250","little purgatory",1,2019-08-26,"cw",5,0.027,"g",1,2019,8,"5250_1_2019-08-26_cw"
"5250","little purgatory",1,2019-09-27,"cw",4,0.015,"c",2,2019,9,"5250_1_2019-09-27_cw"
"5250","little purgatory",1,2019-09-27,"cw",4,0.018,"c",1,2019,9,"5250_1_2019-09-27_cw"
"5250","little purgatory",1,2019-09-27,"cw",5,0.023,"g",1,2019,9,"5250_1_2019-09-27_cw"
"5250","little purgatory",1,2019-10-24,"cw",4,0.017,"c",1,2019,10,"5250_1_2019-10-24_cw"
"5252","horseshoe",1,2003-08-05,"cw",4,0.017,"c",1,2003,8,"5252_1_2003-08-05_cw"
"5252","horseshoe",1,2003-08-05,"cw",4,0.017,"c",2,2003,8,"5252_1_2003-08-05_cw"
"5252","horseshoe",1,2005-08-24,"cw",4,0.022,"c",1,2005,8,"5252_1_2005-08-24_cw"
"5252","horseshoe",1,2008-09-03,"cw",4.5,0.017,"c",1,2008,9,"5252_1_2008-09-03_cw"
"5252","horseshoe",1,2008-09-03,"cw",4.5,0.017,"c",2,2008,9,"5252_1_2008-09-03_cw"
"5252","horseshoe",1,2009-08-18,"cw",4,0.022,"c",1,2009,8,"5252_1_2009-08-18_cw"
"5252","horseshoe",1,2009-08-18,"cw",4,0.024,"c",2,2009,8,"5252_1_2009-08-18_cw"
"5252","horseshoe",1,2010-08-02,"cw",3,0.023,"c",1,2010,8,"5252_1_2010-08-02_cw"
"5252","horseshoe",1,2011-08-17,"cw",4,0.022,"c",1,2011,8,"5252_1_2011-08-17_cw"
"5252","horseshoe",1,2011-08-17,"cw",4,0.024,"c",2,2011,8,"5252_1_2011-08-17_cw"
"5252","horseshoe",1,2012-08-02,"cw",4,0.025,"c",1,2012,8,"5252_1_2012-08-02_cw"
"5252","horseshoe",1,2013-08-26,"cw",4,0.022,"c",1,2013,8,"5252_1_2013-08-26_cw"
"5252","horseshoe",1,2014-08-21,"cw",5,0.018,"c",1,2014,8,"5252_1_2014-08-21_cw"
"5252","horseshoe",1,2015-08-05,"cw",4,0.019,"c",1,2015,8,"5252_1_2015-08-05_cw"
"5252","horseshoe",1,2015-08-05,"cw",4,0.02,"c",2,2015,8,"5252_1_2015-08-05_cw"
"5252","horseshoe",1,2016-08-09,"cw",3,0.022,"c",1,2016,8,"5252_1_2016-08-09_cw"
"5252","horseshoe",1,2016-08-09,"cw",3,0.022,"c",2,2016,8,"5252_1_2016-08-09_cw"
"5252","horseshoe",1,2017-08-23,"cw",4,0.02,"c",1,2017,8,"5252_1_2017-08-23_cw"
"5252","horseshoe",1,2017-08-23,"cw",4,0.021,"c",2,2017,8,"5252_1_2017-08-23_cw"
"5252","horseshoe",1,2019-08-09,"cw",3,0.021,"c",2,2019,8,"5252_1_2019-08-09_cw"
"5252","horseshoe",1,2019-08-09,"cw",3,0.022,"c",1,2019,8,"5252_1_2019-08-09_cw"
"5252","horseshoe",1,2020-09-01,"cw",5,0.022,"c",1,2020,9,"5252_1_2020-09-01_cw"
"5254","pleasant",1,2000-05-17,"cw",7,0.018,"c",1,2000,5,"5254_1_2000-05-17_cw"
"5254","pleasant",1,2000-06-15,"cw",7,0.015,"c",1,2000,6,"5254_1_2000-06-15_cw"
"5254","pleasant",1,2000-07-13,"cw",5,0.016,"c",1,2000,7,"5254_1_2000-07-13_cw"
"5254","pleasant",1,2000-08-16,"cw",4,0.024,"c",1,2000,8,"5254_1_2000-08-16_cw"
"5254","pleasant",1,2000-08-16,"cw",9,0.29,"g",1,2000,8,"5254_1_2000-08-16_cw"
"5254","pleasant",1,2000-09-19,"cw",7,0.022,"c",1,2000,9,"5254_1_2000-09-19_cw"
"5254","pleasant",1,2000-09-19,"cw",9,0.38,"g",1,2000,9,"5254_1_2000-09-19_cw"
"5254","pleasant",1,2000-10-19,"cw",9,0.03,"c",1,2000,10,"5254_1_2000-10-19_cw"
"5254","pleasant",1,2001-05-04,"cw",1,0.014,"g",1,2001,5,"5254_1_2001-05-04_cw"
"5254","pleasant",1,2001-05-04,"cw",5,0.017,"g",1,2001,5,"5254_1_2001-05-04_cw"
"5254","pleasant",1,2001-05-04,"cw",7,0.018,"g",1,2001,5,"5254_1_2001-05-04_cw"
"5254","pleasant",1,2001-05-04,"cw",3,0.025,"g",1,2001,5,"5254_1_2001-05-04_cw"
"5254","pleasant",1,2001-05-04,"cw",9,0.036,"g",1,2001,5,"5254_1_2001-05-04_cw"
"5254","pleasant",1,2001-05-16,"cw",5,0.015,"g",1,2001,5,"5254_1_2001-05-16_cw"
"5254","pleasant",1,2001-05-16,"cw",3,0.016,"g",1,2001,5,"5254_1_2001-05-16_cw"
"5254","pleasant",1,2001-05-16,"cw",7,0.016,"g",1,2001,5,"5254_1_2001-05-16_cw"
"5254","pleasant",1,2001-05-16,"cw",1,0.017,"g",1,2001,5,"5254_1_2001-05-16_cw"
"5254","pleasant",1,2001-05-16,"cw",9,0.036,"g",1,2001,5,"5254_1_2001-05-16_cw"
"5254","pleasant",1,2001-05-31,"cw",1,0.014,"g",2,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",5,0.015,"c",1,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",5,0.016,"c",2,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",1,0.017,"g",1,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",3,0.018,"g",1,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",5,0.018,"g",1,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",7,0.02,"g",1,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-05-31,"cw",9,0.03,"g",1,2001,5,"5254_1_2001-05-31_cw"
"5254","pleasant",1,2001-06-12,"cw",5,0.014,"g",1,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",3,0.015,"g",1,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",7,0.016,"g",1,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",1,0.017,"g",1,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",5,0.017,"c",1,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",5,0.017,"c",2,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",1,0.018,"g",2,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-12,"cw",9,0.041,"g",1,2001,6,"5254_1_2001-06-12_cw"
"5254","pleasant",1,2001-06-25,"cw",1,0.013,"g",1,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",3,0.014,"g",1,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",5,0.014,"c",1,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",5,0.014,"g",1,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",5,0.014,"g",2,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",7,0.015,"g",1,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",5,0.017,"c",2,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-06-25,"cw",9,0.078,"g",1,2001,6,"5254_1_2001-06-25_cw"
"5254","pleasant",1,2001-07-10,"cw",1,0.017,"g",1,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",5,0.018,"c",1,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",5,0.018,"g",1,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",5,0.018,"c",2,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",5,0.019,"g",2,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",3,0.024,"g",1,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",7,0.029,"g",1,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-10,"cw",8.5,0.12,"g",1,2001,7,"5254_1_2001-07-10_cw"
"5254","pleasant",1,2001-07-25,"cw",1,0.018,"g",1,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",3,0.019,"g",1,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",4,0.02,"c",1,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",4,0.02,"c",2,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",5,0.022,"g",1,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",5,0.022,"g",2,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",7,0.044,"g",1,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-07-25,"cw",9,0.18,"g",1,2001,7,"5254_1_2001-07-25_cw"
"5254","pleasant",1,2001-08-10,"cw",1,0.019,"g",1,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",3,0.02,"g",1,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",5,0.02,"g",1,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",4,0.021,"c",2,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",5,0.021,"g",2,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",4,0.022,"c",1,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",7,0.035,"g",1,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-10,"cw",9,0.31,"g",1,2001,8,"5254_1_2001-08-10_cw"
"5254","pleasant",1,2001-08-21,"cw",5,0.021,"g",1,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",3,0.022,"g",1,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",4,0.023,"c",1,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",4,0.023,"c",2,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",1,0.024,"g",1,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",1,0.024,"g",2,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",7,0.083,"g",1,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-08-21,"cw",9,0.36,"g",1,2001,8,"5254_1_2001-08-21_cw"
"5254","pleasant",1,2001-09-05,"cw",1,0.025,"g",1,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",3,0.025,"g",2,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",5,0.025,"g",1,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",3,0.026,"g",1,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",6,0.026,"c",2,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",6,0.027,"c",1,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",7,0.067,"g",1,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-05,"cw",9,0.44,"g",1,2001,9,"5254_1_2001-09-05_cw"
"5254","pleasant",1,2001-09-19,"cw",3,0.022,"g",2,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",5,0.023,"g",1,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",3,0.024,"g",1,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",6,0.024,"c",2,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",1,0.025,"g",1,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",6,0.025,"c",1,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",7,0.03,"g",1,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-09-19,"cw",8.5,0.34,"g",1,2001,9,"5254_1_2001-09-19_cw"
"5254","pleasant",1,2001-10-01,"cw",5,0.022,"g",2,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",7,0.022,"c",1,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",1,0.023,"g",1,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",7,0.023,"g",1,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",7,0.023,"c",2,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",5,0.024,"g",1,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",3,0.026,"g",1,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-01,"cw",9,0.29,"g",1,2001,10,"5254_1_2001-10-01_cw"
"5254","pleasant",1,2001-10-16,"cw",7,0.017,"g",1,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",5,0.018,"g",1,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",5,0.019,"g",2,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",8,0.019,"c",2,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",3,0.021,"g",1,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",8,0.021,"c",1,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",1,0.022,"g",1,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2001-10-16,"cw",9,0.046,"g",1,2001,10,"5254_1_2001-10-16_cw"
"5254","pleasant",1,2002-05-29,"cw",3,0.015,"g",1,2002,5,"5254_1_2002-05-29_cw"
"5254","pleasant",1,2002-05-29,"cw",9,0.015,"g",1,2002,5,"5254_1_2002-05-29_cw"
"5254","pleasant",1,2002-05-29,"cw",1,0.016,"g",1,2002,5,"5254_1_2002-05-29_cw"
"5254","pleasant",1,2002-05-29,"cw",7,0.016,"g",1,2002,5,"5254_1_2002-05-29_cw"
"5254","pleasant",1,2002-05-29,"cw",5,0.02,"g",1,2002,5,"5254_1_2002-05-29_cw"
"5254","pleasant",1,2002-06-26,"cw",7,0.016,"g",1,2002,6,"5254_1_2002-06-26_cw"
"5254","pleasant",1,2002-06-26,"cw",5,0.018,"g",1,2002,6,"5254_1_2002-06-26_cw"
"5254","pleasant",1,2002-06-26,"cw",1,0.019,"g",1,2002,6,"5254_1_2002-06-26_cw"
"5254","pleasant",1,2002-06-26,"cw",3,0.019,"g",1,2002,6,"5254_1_2002-06-26_cw"
"5254","pleasant",1,2002-06-26,"cw",9,0.03,"g",1,2002,6,"5254_1_2002-06-26_cw"
"5254","pleasant",1,2002-07-26,"cw",1,0.013,"g",1,2002,7,"5254_1_2002-07-26_cw"
"5254","pleasant",1,2002-07-26,"cw",3,0.016,"g",1,2002,7,"5254_1_2002-07-26_cw"
"5254","pleasant",1,2002-07-26,"cw",5,0.017,"g",1,2002,7,"5254_1_2002-07-26_cw"
"5254","pleasant",1,2002-07-26,"cw",7,0.023,"g",1,2002,7,"5254_1_2002-07-26_cw"
"5254","pleasant",1,2002-07-26,"cw",9,0.12,"g",1,2002,7,"5254_1_2002-07-26_cw"
"5254","pleasant",3,2002-07-26,"cw",1.5,0.026,"g",1,2002,7,"5254_3_2002-07-26_cw"
"5254","pleasant",3,2002-07-26,"cw",0.5,0.028,"g",1,2002,7,"5254_3_2002-07-26_cw"
"5254","pleasant",1,2002-08-29,"cw",1,0.014,"g",1,2002,8,"5254_1_2002-08-29_cw"
"5254","pleasant",1,2002-08-29,"cw",5,0.015,"g",1,2002,8,"5254_1_2002-08-29_cw"
"5254","pleasant",1,2002-08-29,"cw",3,0.016,"g",1,2002,8,"5254_1_2002-08-29_cw"
"5254","pleasant",1,2002-08-29,"cw",7,0.03,"g",1,2002,8,"5254_1_2002-08-29_cw"
"5254","pleasant",1,2002-08-29,"cw",9,0.3,"g",1,2002,8,"5254_1_2002-08-29_cw"
"5254","pleasant",3,2002-08-29,"cw",1.5,0.016,"g",1,2002,8,"5254_3_2002-08-29_cw"
"5254","pleasant",3,2002-08-29,"cw",0.5,0.018,"g",1,2002,8,"5254_3_2002-08-29_cw"
"5254","pleasant",1,2002-09-30,"cw",5,0.017,"g",1,2002,9,"5254_1_2002-09-30_cw"
"5254","pleasant",1,2002-09-30,"cw",1,0.018,"g",1,2002,9,"5254_1_2002-09-30_cw"
"5254","pleasant",1,2002-09-30,"cw",7,0.018,"g",1,2002,9,"5254_1_2002-09-30_cw"
"5254","pleasant",1,2002-09-30,"cw",3,0.02,"g",1,2002,9,"5254_1_2002-09-30_cw"
"5254","pleasant",1,2002-09-30,"cw",9,0.028,"g",1,2002,9,"5254_1_2002-09-30_cw"
"5254","pleasant",3,2002-09-30,"cw",0.5,0.012,"g",1,2002,9,"5254_3_2002-09-30_cw"
"5254","pleasant",3,2002-09-30,"cw",2.5,0.014,"g",1,2002,9,"5254_3_2002-09-30_cw"
"5254","pleasant",3,2002-09-30,"cw",3.5,0.014,"g",1,2002,9,"5254_3_2002-09-30_cw"
"5254","pleasant",3,2002-09-30,"cw",1.5,0.015,"g",1,2002,9,"5254_3_2002-09-30_cw"
"5254","pleasant",1,2002-10-29,"cw",1,0.025,"g",1,2002,10,"5254_1_2002-10-29_cw"
"5254","pleasant",1,2002-10-29,"cw",7,0.025,"g",1,2002,10,"5254_1_2002-10-29_cw"
"5254","pleasant",1,2002-10-29,"cw",9,0.025,"g",1,2002,10,"5254_1_2002-10-29_cw"
"5254","pleasant",1,2002-10-29,"cw",3,0.026,"g",1,2002,10,"5254_1_2002-10-29_cw"
"5254","pleasant",1,2002-10-29,"cw",3,0.026,"g",2,2002,10,"5254_1_2002-10-29_cw"
"5254","pleasant",1,2002-10-29,"cw",5,0.026,"g",1,2002,10,"5254_1_2002-10-29_cw"
"5254","pleasant",3,2002-10-29,"cw",0.5,0.016,"g",1,2002,10,"5254_3_2002-10-29_cw"
"5254","pleasant",3,2002-10-29,"cw",1.5,0.016,"g",1,2002,10,"5254_3_2002-10-29_cw"
"5254","pleasant",1,2003-05-26,"cw",5,0.017,"g",1,2003,5,"5254_1_2003-05-26_cw"
"5254","pleasant",1,2003-05-26,"cw",7,0.017,"g",1,2003,5,"5254_1_2003-05-26_cw"
"5254","pleasant",1,2003-05-26,"cw",3,0.019,"g",1,2003,5,"5254_1_2003-05-26_cw"
"5254","pleasant",1,2003-05-26,"cw",1,0.032,"g",1,2003,5,"5254_1_2003-05-26_cw"
"5254","pleasant",1,2003-05-26,"cw",9,0.033,"g",1,2003,5,"5254_1_2003-05-26_cw"
"5254","pleasant",1,2003-06-19,"cw",5,0.018,"g",1,2003,6,"5254_1_2003-06-19_cw"
"5254","pleasant",1,2003-06-19,"cw",1,0.02,"g",1,2003,6,"5254_1_2003-06-19_cw"
"5254","pleasant",1,2003-06-19,"cw",7,0.022,"g",1,2003,6,"5254_1_2003-06-19_cw"
"5254","pleasant",1,2003-06-19,"cw",3,0.026,"g",1,2003,6,"5254_1_2003-06-19_cw"
"5254","pleasant",1,2003-06-19,"cw",9,0.063,"g",1,2003,6,"5254_1_2003-06-19_cw"
"5254","pleasant",1,2003-07-16,"cw",5,0.019,"g",1,2003,7,"5254_1_2003-07-16_cw"
"5254","pleasant",1,2003-07-16,"cw",1,0.022,"g",1,2003,7,"5254_1_2003-07-16_cw"
"5254","pleasant",1,2003-07-16,"cw",3,0.022,"g",1,2003,7,"5254_1_2003-07-16_cw"
"5254","pleasant",1,2003-07-16,"cw",7,0.028,"g",1,2003,7,"5254_1_2003-07-16_cw"
